id,domain,message_id,event,recipient,timestamp,reason
ev_000045,plateau.mailgun.example,20260415.evt000045@plateau.mailgun.example,delivered,resident0016@plateau.example.ca,2026-04-15T10:00:00Z,
ev_000046,plateau.mailgun.example,20260416.evt000046@plateau.mailgun.example,delivered,resident0018@plateau.example.ca,2026-04-16T10:00:00Z,
ev_000047,plateau.mailgun.example,20260416.evt000047@plateau.mailgun.example,delivered,resident0040@plateau.example.ca,2026-04-16T10:00:00Z,
ev_000048,plateau.mailgun.example,20260416.evt000048@plateau.mailgun.example,delivered,resident0026@plateau.example.ca,2026-04-16T10:00:00Z,
ev_000049,plateau.mailgun.example,20260417.evt000049@plateau.mailgun.example,delivered,resident0012@plateau.example.ca,2026-04-17T10:00:00Z,
ev_000050,plateau.mailgun.example,20260417.evt000050@plateau.mailgun.example,delivered,resident0055@plateau.example.ca,2026-04-17T10:00:00Z,
ev_000051,plateau.mailgun.example,20260417.evt000051@plateau.mailgun.example,delivered,resident0002@plateau.example.ca,2026-04-17T10:00:00Z,
ev_000052,plateau.mailgun.example,20260418.evt000052@plateau.mailgun.example,delivered,resident0003@plateau.example.ca,2026-04-18T10:00:00Z,
ev_000053,plateau.mailgun.example,20260418.evt000053@plateau.mailgun.example,delivered,resident0045@plateau.example.ca,2026-04-18T10:00:00Z,
ev_000054,plateau.mailgun.example,20260418.evt000054@plateau.mailgun.example,delivered,resident0053@plateau.example.ca,2026-04-18T10:00:00Z,
ev_000055,plateau.mailgun.example,20260419.evt000055@plateau.mailgun.example,delivered,resident0060@plateau.example.ca,2026-04-19T10:00:00Z,
ev_000056,plateau.mailgun.example,20260419.evt000056@plateau.mailgun.example,delivered,resident0058@plateau.example.ca,2026-04-19T10:00:00Z,
ev_000057,plateau.mailgun.example,20260419.evt000057@plateau.mailgun.example,delivered,resident0052@plateau.example.ca,2026-04-19T10:00:00Z,
ev_000058,plateau.mailgun.example,20260420.evt000058@plateau.mailgun.example,delivered,resident0001@plateau.example.ca,2026-04-20T10:00:00Z,
ev_000059,plateau.mailgun.example,20260420.evt000059@plateau.mailgun.example,delivered,resident0035@plateau.example.ca,2026-04-20T10:00:00Z,
ev_000060,plateau.mailgun.example,20260420.evt000060@plateau.mailgun.example,delivered,resident0029@plateau.example.ca,2026-04-20T10:00:00Z,
ev_000061,plateau.mailgun.example,20260421.evt000061@plateau.mailgun.example,delivered,resident0028@plateau.example.ca,2026-04-21T10:00:00Z,
ev_000062,plateau.mailgun.example,20260421.evt000062@plateau.mailgun.example,delivered,resident0011@plateau.example.ca,2026-04-21T10:00:00Z,
ev_000063,plateau.mailgun.example,20260421.evt000063@plateau.mailgun.example,delivered,resident0057@plateau.example.ca,2026-04-21T10:00:00Z,
ev_000064,plateau.mailgun.example,20260422.evt000064@plateau.mailgun.example,delivered,resident0001@plateau.example.ca,2026-04-22T10:00:00Z,
ev_000065,plateau.mailgun.example,20260422.evt000065@plateau.mailgun.example,delivered,resident0042@plateau.example.ca,2026-04-22T10:00:00Z,
ev_000066,plateau.mailgun.example,20260422.evt000066@plateau.mailgun.example,delivered,resident0040@plateau.example.ca,2026-04-22T10:00:00Z,
ev_000067,plateau.mailgun.example,20260423.evt000067@plateau.mailgun.example,delivered,resident0043@plateau.example.ca,2026-04-23T10:00:00Z,
ev_000068,plateau.mailgun.example,20260423.evt000068@plateau.mailgun.example,delivered,resident0029@plateau.example.ca,2026-04-23T10:00:00Z,
ev_000069,plateau.mailgun.example,20260423.evt000069@plateau.mailgun.example,delivered,resident0032@plateau.example.ca,2026-04-23T10:00:00Z,
ev_000070,plateau.mailgun.example,20260424.evt000070@plateau.mailgun.example,delivered,resident0004@plateau.example.ca,2026-04-24T10:00:00Z,
ev_000071,plateau.mailgun.example,20260424.evt000071@plateau.mailgun.example,delivered,resident0008@plateau.example.ca,2026-04-24T10:00:00Z,
ev_000072,plateau.mailgun.example,20260424.evt000072@plateau.mailgun.example,delivered,resident0047@plateau.example.ca,2026-04-24T10:00:00Z,
ev_000073,plateau.mailgun.example,20260425.evt000073@plateau.mailgun.example,delivered,resident0005@plateau.example.ca,2026-04-25T10:00:00Z,
ev_000074,plateau.mailgun.example,20260425.evt000074@plateau.mailgun.example,delivered,resident0055@plateau.example.ca,2026-04-25T10:00:00Z,
ev_000075,plateau.mailgun.example,20260425.evt000075@plateau.mailgun.example,delivered,resident0013@plateau.example.ca,2026-04-25T10:00:00Z,
ev_000076,plateau.mailgun.example,20260426.evt000076@plateau.mailgun.example,delivered,resident0035@plateau.example.ca,2026-04-26T10:00:00Z,
ev_000077,plateau.mailgun.example,20260426.evt000077@plateau.mailgun.example,delivered,resident0003@plateau.example.ca,2026-04-26T10:00:00Z,
ev_000078,plateau.mailgun.example,20260426.evt000078@plateau.mailgun.example,delivered,resident0029@plateau.example.ca,2026-04-26T10:00:00Z,
ev_000079,plateau.mailgun.example,20260427.evt000079@plateau.mailgun.example,delivered,resident0036@plateau.example.ca,2026-04-27T10:00:00Z,
ev_000080,plateau.mailgun.example,20260427.evt000080@plateau.mailgun.example,delivered,resident0057@plateau.example.ca,2026-04-27T10:00:00Z,
ev_000081,plateau.mailgun.example,20260427.evt000081@plateau.mailgun.example,delivered,resident0049@plateau.example.ca,2026-04-27T10:00:00Z,
ev_000082,plateau.mailgun.example,20260428.evt000082@plateau.mailgun.example,delivered,resident0014@plateau.example.ca,2026-04-28T10:00:00Z,
ev_000083,plateau.mailgun.example,20260428.evt000083@plateau.mailgun.example,delivered,resident0031@plateau.example.ca,2026-04-28T10:00:00Z,
ev_000084,plateau.mailgun.example,20260428.evt000084@plateau.mailgun.example,delivered,resident0002@plateau.example.ca,2026-04-28T10:00:00Z,
ev_000085,plateau.mailgun.example,20260429.evt000085@plateau.mailgun.example,delivered,resident0030@plateau.example.ca,2026-04-29T10:00:00Z,
ev_000086,plateau.mailgun.example,20260429.evt000086@plateau.mailgun.example,delivered,resident0059@plateau.example.ca,2026-04-29T10:00:00Z,
ev_000087,plateau.mailgun.example,20260429.evt000087@plateau.mailgun.example,delivered,resident0036@plateau.example.ca,2026-04-29T10:00:00Z,
ev_000088,plateau.mailgun.example,20260430.evt000088@plateau.mailgun.example,delivered,resident0012@plateau.example.ca,2026-04-30T10:00:00Z,
ev_000089,plateau.mailgun.example,20260430.evt000089@plateau.mailgun.example,delivered,resident0038@plateau.example.ca,2026-04-30T10:00:00Z,
ev_000090,plateau.mailgun.example,20260430.evt000090@plateau.mailgun.example,delivered,resident0018@plateau.example.ca,2026-04-30T10:00:00Z,
ev_000091,plateau.mailgun.example,20260501.evt000091@plateau.mailgun.example,delivered,resident0046@plateau.example.ca,2026-05-01T10:00:00Z,
ev_000092,plateau.mailgun.example,20260501.evt000092@plateau.mailgun.example,delivered,resident0053@plateau.example.ca,2026-05-01T10:00:00Z,
ev_000093,plateau.mailgun.example,20260501.evt000093@plateau.mailgun.example,delivered,resident0053@plateau.example.ca,2026-05-01T10:00:00Z,
ev_000094,plateau.mailgun.example,20260502.evt000094@plateau.mailgun.example,delivered,resident0016@plateau.example.ca,2026-05-02T10:00:00Z,
ev_000095,plateau.mailgun.example,20260502.evt000095@plateau.mailgun.example,delivered,resident0025@plateau.example.ca,2026-05-02T10:00:00Z,
ev_000096,plateau.mailgun.example,20260502.evt000096@plateau.mailgun.example,delivered,resident0009@plateau.example.ca,2026-05-02T10:00:00Z,
ev_000097,plateau.mailgun.example,20260503.evt000097@plateau.mailgun.example,delivered,resident0060@plateau.example.ca,2026-05-03T10:00:00Z,
ev_000098,plateau.mailgun.example,20260503.evt000098@plateau.mailgun.example,delivered,resident0046@plateau.example.ca,2026-05-03T10:00:00Z,
ev_000099,plateau.mailgun.example,20260503.evt000099@plateau.mailgun.example,delivered,resident0053@plateau.example.ca,2026-05-03T10:00:00Z,
ev_000100,plateau.mailgun.example,20260504.evt000100@plateau.mailgun.example,delivered,resident0009@plateau.example.ca,2026-05-04T10:00:00Z,
ev_000101,plateau.mailgun.example,20260504.evt000101@plateau.mailgun.example,delivered,resident0007@plateau.example.ca,2026-05-04T10:00:00Z,
ev_000102,plateau.mailgun.example,20260504.evt000102@plateau.mailgun.example,delivered,resident0020@plateau.example.ca,2026-05-04T10:00:00Z,
ev_000103,plateau.mailgun.example,20260505.evt000103@plateau.mailgun.example,delivered,resident0003@plateau.example.ca,2026-05-05T10:00:00Z,
ev_000104,plateau.mailgun.example,20260505.evt000104@plateau.mailgun.example,delivered,resident0003@plateau.example.ca,2026-05-05T10:00:00Z,
ev_000105,plateau.mailgun.example,20260505.evt000105@plateau.mailgun.example,delivered,resident0025@plateau.example.ca,2026-05-05T10:00:00Z,
ev_000106,plateau.mailgun.example,20260506.evt000106@plateau.mailgun.example,delivered,resident0033@plateau.example.ca,2026-05-06T10:00:00Z,
ev_000107,plateau.mailgun.example,20260506.evt000107@plateau.mailgun.example,delivered,resident0023@plateau.example.ca,2026-05-06T10:00:00Z,
ev_000108,plateau.mailgun.example,20260506.evt000108@plateau.mailgun.example,delivered,resident0055@plateau.example.ca,2026-05-06T10:00:00Z,
ev_000109,plateau.mailgun.example,20260507.evt000109@plateau.mailgun.example,delivered,resident0016@plateau.example.ca,2026-05-07T10:00:00Z,
ev_000110,plateau.mailgun.example,20260507.evt000110@plateau.mailgun.example,delivered,resident0027@plateau.example.ca,2026-05-07T10:00:00Z,
ev_000111,plateau.mailgun.example,20260507.evt000111@plateau.mailgun.example,delivered,resident0040@plateau.example.ca,2026-05-07T10:00:00Z,
ev_000112,plateau.mailgun.example,20260508.evt000112@plateau.mailgun.example,delivered,resident0045@plateau.example.ca,2026-05-08T10:00:00Z,
ev_000113,plateau.mailgun.example,20260508.evt000113@plateau.mailgun.example,delivered,resident0030@plateau.example.ca,2026-05-08T10:00:00Z,
ev_000114,plateau.mailgun.example,20260508.evt000114@plateau.mailgun.example,delivered,resident0030@plateau.example.ca,2026-05-08T10:00:00Z,
ev_000115,plateau.mailgun.example,20260509.evt000115@plateau.mailgun.example,delivered,resident0047@plateau.example.ca,2026-05-09T10:00:00Z,
ev_000116,plateau.mailgun.example,20260509.evt000116@plateau.mailgun.example,delivered,resident0001@plateau.example.ca,2026-05-09T10:00:00Z,
ev_000117,plateau.mailgun.example,20260509.evt000117@plateau.mailgun.example,delivered,resident0019@plateau.example.ca,2026-05-09T10:00:00Z,
ev_000118,plateau.mailgun.example,20260510.evt000118@plateau.mailgun.example,delivered,resident0014@plateau.example.ca,2026-05-10T10:00:00Z,
ev_000119,plateau.mailgun.example,20260510.evt000119@plateau.mailgun.example,delivered,resident0003@plateau.example.ca,2026-05-10T10:00:00Z,
ev_000120,plateau.mailgun.example,20260510.evt000120@plateau.mailgun.example,delivered,resident0047@plateau.example.ca,2026-05-10T10:00:00Z,
ev_000121,plateau.mailgun.example,20260511.evt000121@plateau.mailgun.example,delivered,resident0038@plateau.example.ca,2026-05-11T10:00:00Z,
ev_000122,plateau.mailgun.example,20260511.evt000122@plateau.mailgun.example,delivered,resident0020@plateau.example.ca,2026-05-11T10:00:00Z,
ev_000123,plateau.mailgun.example,20260511.evt000123@plateau.mailgun.example,delivered,resident0009@plateau.example.ca,2026-05-11T10:00:00Z,
ev_000124,plateau.mailgun.example,20260512.evt000124@plateau.mailgun.example,delivered,resident0016@plateau.example.ca,2026-05-12T10:00:00Z,
ev_000125,plateau.mailgun.example,20260512.evt000125@plateau.mailgun.example,delivered,resident0031@plateau.example.ca,2026-05-12T10:00:00Z,
ev_000126,plateau.mailgun.example,20260512.evt000126@plateau.mailgun.example,delivered,resident0041@plateau.example.ca,2026-05-12T10:00:00Z,
ev_000127,plateau.mailgun.example,20260513.evt000127@plateau.mailgun.example,delivered,resident0045@plateau.example.ca,2026-05-13T10:00:00Z,
ev_000128,plateau.mailgun.example,20260513.evt000128@plateau.mailgun.example,delivered,resident0029@plateau.example.ca,2026-05-13T10:00:00Z,
ev_000129,plateau.mailgun.example,20260513.evt000129@plateau.mailgun.example,delivered,resident0033@plateau.example.ca,2026-05-13T10:00:00Z,
ev_000130,plateau.mailgun.example,20260514.evt000130@plateau.mailgun.example,delivered,resident0054@plateau.example.ca,2026-05-14T10:00:00Z,
ev_000131,plateau.mailgun.example,20260514.evt000131@plateau.mailgun.example,delivered,resident0026@plateau.example.ca,2026-05-14T10:00:00Z,
ev_000132,plateau.mailgun.example,20260514.evt000132@plateau.mailgun.example,delivered,resident0018@plateau.example.ca,2026-05-14T10:00:00Z,
ev_000133,plateau.mailgun.example,20260515.evt000133@plateau.mailgun.example,delivered,resident0053@plateau.example.ca,2026-05-15T10:00:00Z,
ev_000134,plateau.mailgun.example,20260515.evt000134@plateau.mailgun.example,delivered,resident0049@plateau.example.ca,2026-05-15T10:00:00Z,
ev_000135,plateau.mailgun.example,20260515.evt000135@plateau.mailgun.example,delivered,resident0016@plateau.example.ca,2026-05-15T10:00:00Z,
ev_000136,plateau.mailgun.example,20260516.evt000136@plateau.mailgun.example,delivered,resident0048@plateau.example.ca,2026-05-16T10:00:00Z,
ev_000137,plateau.mailgun.example,20260516.evt000137@plateau.mailgun.example,delivered,resident0053@plateau.example.ca,2026-05-16T10:00:00Z,
ev_000138,plateau.mailgun.example,20260516.evt000138@plateau.mailgun.example,delivered,resident0056@plateau.example.ca,2026-05-16T10:00:00Z,
ev_000139,plateau.mailgun.example,20260517.evt000139@plateau.mailgun.example,delivered,resident0048@plateau.example.ca,2026-05-17T10:00:00Z,
ev_000140,plateau.mailgun.example,20260517.evt000140@plateau.mailgun.example,delivered,resident0037@plateau.example.ca,2026-05-17T10:00:00Z,
ev_000141,plateau.mailgun.example,20260517.evt000141@plateau.mailgun.example,delivered,resident0012@plateau.example.ca,2026-05-17T10:00:00Z,
ev_000142,plateau.mailgun.example,20260518.evt000142@plateau.mailgun.example,delivered,resident0058@plateau.example.ca,2026-05-18T10:00:00Z,
ev_000143,plateau.mailgun.example,20260518.evt000143@plateau.mailgun.example,delivered,resident0027@plateau.example.ca,2026-05-18T10:00:00Z,
ev_000144,plateau.mailgun.example,20260518.evt000144@plateau.mailgun.example,delivered,resident0059@plateau.example.ca,2026-05-18T10:00:00Z,
ev_000145,plateau.mailgun.example,20260519.evt000145@plateau.mailgun.example,delivered,resident0043@plateau.example.ca,2026-05-19T10:00:00Z,
ev_000146,plateau.mailgun.example,20260519.evt000146@plateau.mailgun.example,delivered,resident0050@plateau.example.ca,2026-05-19T10:00:00Z,
ev_000147,plateau.mailgun.example,20260519.evt000147@plateau.mailgun.example,delivered,resident0001@plateau.example.ca,2026-05-19T10:00:00Z,
ev_000148,plateau.mailgun.example,20260520.evt000148@plateau.mailgun.example,delivered,resident0046@plateau.example.ca,2026-05-20T10:00:00Z,
ev_000149,plateau.mailgun.example,20260520.evt000149@plateau.mailgun.example,delivered,resident0050@plateau.example.ca,2026-05-20T10:00:00Z,
ev_000150,plateau.mailgun.example,20260520.evt000150@plateau.mailgun.example,delivered,resident0028@plateau.example.ca,2026-05-20T10:00:00Z,
ev_000151,plateau.mailgun.example,20260521.evt000151@plateau.mailgun.example,delivered,resident0039@plateau.example.ca,2026-05-21T10:00:00Z,
ev_000152,plateau.mailgun.example,20260521.evt000152@plateau.mailgun.example,delivered,resident0008@plateau.example.ca,2026-05-21T10:00:00Z,
ev_000153,plateau.mailgun.example,20260521.evt000153@plateau.mailgun.example,delivered,resident0060@plateau.example.ca,2026-05-21T10:00:00Z,
ev_000154,plateau.mailgun.example,20260522.evt000154@plateau.mailgun.example,delivered,resident0026@plateau.example.ca,2026-05-22T10:00:00Z,
ev_000155,plateau.mailgun.example,20260522.evt000155@plateau.mailgun.example,delivered,resident0052@plateau.example.ca,2026-05-22T10:00:00Z,
ev_000156,plateau.mailgun.example,20260522.evt000156@plateau.mailgun.example,delivered,resident0031@plateau.example.ca,2026-05-22T10:00:00Z,
ev_000157,plateau.mailgun.example,20260523.evt000157@plateau.mailgun.example,delivered,resident0036@plateau.example.ca,2026-05-23T10:00:00Z,
ev_000158,plateau.mailgun.example,20260523.evt000158@plateau.mailgun.example,delivered,resident0008@plateau.example.ca,2026-05-23T10:00:00Z,
ev_000159,plateau.mailgun.example,20260523.evt000159@plateau.mailgun.example,delivered,resident0060@plateau.example.ca,2026-05-23T10:00:00Z,
ev_000160,plateau.mailgun.example,20260524.evt000160@plateau.mailgun.example,delivered,resident0013@plateau.example.ca,2026-05-24T10:00:00Z,
ev_000161,plateau.mailgun.example,20260524.evt000161@plateau.mailgun.example,delivered,resident0008@plateau.example.ca,2026-05-24T10:00:00Z,
ev_000162,plateau.mailgun.example,20260524.evt000162@plateau.mailgun.example,delivered,resident0026@plateau.example.ca,2026-05-24T10:00:00Z,
ev_000163,plateau.mailgun.example,20260525.evt000163@plateau.mailgun.example,delivered,resident0057@plateau.example.ca,2026-05-25T10:00:00Z,
ev_000164,plateau.mailgun.example,20260525.evt000164@plateau.mailgun.example,delivered,resident0023@plateau.example.ca,2026-05-25T10:00:00Z,
ev_000165,plateau.mailgun.example,20260525.evt000165@plateau.mailgun.example,delivered,resident0052@plateau.example.ca,2026-05-25T10:00:00Z,
ev_000166,plateau.mailgun.example,20260526.evt000166@plateau.mailgun.example,delivered,resident0023@plateau.example.ca,2026-05-26T10:00:00Z,
ev_000167,plateau.mailgun.example,20260526.evt000167@plateau.mailgun.example,delivered,resident0042@plateau.example.ca,2026-05-26T10:00:00Z,
ev_000168,plateau.mailgun.example,20260526.evt000168@plateau.mailgun.example,delivered,resident0004@plateau.example.ca,2026-05-26T10:00:00Z,
ev_000169,plateau.mailgun.example,20260527.evt000169@plateau.mailgun.example,delivered,resident0003@plateau.example.ca,2026-05-27T10:00:00Z,
ev_000170,plateau.mailgun.example,20260527.evt000170@plateau.mailgun.example,delivered,resident0006@plateau.example.ca,2026-05-27T10:00:00Z,
ev_000171,plateau.mailgun.example,20260527.evt000171@plateau.mailgun.example,delivered,resident0037@plateau.example.ca,2026-05-27T10:00:00Z,
ev_000172,plateau.mailgun.example,20260528.evt000172@plateau.mailgun.example,delivered,resident0006@plateau.example.ca,2026-05-28T10:00:00Z,
ev_000173,plateau.mailgun.example,20260528.evt000173@plateau.mailgun.example,delivered,resident0048@plateau.example.ca,2026-05-28T10:00:00Z,
ev_000174,plateau.mailgun.example,20260528.evt000174@plateau.mailgun.example,delivered,resident0052@plateau.example.ca,2026-05-28T10:00:00Z,
ev_000175,plateau.mailgun.example,20260529.evt000175@plateau.mailgun.example,delivered,resident0060@plateau.example.ca,2026-05-29T10:00:00Z,
ev_000176,plateau.mailgun.example,20260529.evt000176@plateau.mailgun.example,delivered,resident0002@plateau.example.ca,2026-05-29T10:00:00Z,
ev_000177,plateau.mailgun.example,20260529.evt000177@plateau.mailgun.example,delivered,resident0012@plateau.example.ca,2026-05-29T10:00:00Z,
ev_000178,plateau.mailgun.example,20260530.evt000178@plateau.mailgun.example,delivered,resident0037@plateau.example.ca,2026-05-30T10:00:00Z,
ev_000179,plateau.mailgun.example,20260530.evt000179@plateau.mailgun.example,delivered,resident0033@plateau.example.ca,2026-05-30T10:00:00Z,
ev_000180,plateau.mailgun.example,20260530.evt000180@plateau.mailgun.example,delivered,resident0012@plateau.example.ca,2026-05-30T10:00:00Z,
ev_000181,plateau.mailgun.example,20260601.evt000181@plateau.mailgun.example,delivered,resident0020@plateau.example.ca,2026-06-01T10:00:00Z,
ev_000182,plateau.mailgun.example,20260601.evt000182@plateau.mailgun.example,delivered,resident0024@plateau.example.ca,2026-06-01T10:00:00Z,
ev_000183,plateau.mailgun.example,20260601.evt000183@plateau.mailgun.example,delivered,resident0021@plateau.example.ca,2026-06-01T10:00:00Z,
ev_000184,plateau.mailgun.example,20260602.evt000184@plateau.mailgun.example,delivered,resident0008@plateau.example.ca,2026-06-02T10:00:00Z,
ev_000185,plateau.mailgun.example,20260602.evt000185@plateau.mailgun.example,delivered,resident0057@plateau.example.ca,2026-06-02T10:00:00Z,
ev_000186,plateau.mailgun.example,20260602.evt000186@plateau.mailgun.example,delivered,resident0006@plateau.example.ca,2026-06-02T10:00:00Z,
ev_000187,plateau.mailgun.example,20260603.evt000187@plateau.mailgun.example,delivered,resident0010@plateau.example.ca,2026-06-03T10:00:00Z,
ev_000188,plateau.mailgun.example,20260603.evt000188@plateau.mailgun.example,delivered,resident0041@plateau.example.ca,2026-06-03T10:00:00Z,
ev_000189,plateau.mailgun.example,20260603.evt000189@plateau.mailgun.example,delivered,resident0059@plateau.example.ca,2026-06-03T10:00:00Z,
ev_000190,plateau.mailgun.example,20260604.evt000190@plateau.mailgun.example,delivered,resident0019@plateau.example.ca,2026-06-04T10:00:00Z,
ev_000191,plateau.mailgun.example,20260604.evt000191@plateau.mailgun.example,delivered,resident0043@plateau.example.ca,2026-06-04T10:00:00Z,
ev_000192,plateau.mailgun.example,20260604.evt000192@plateau.mailgun.example,delivered,resident0055@plateau.example.ca,2026-06-04T10:00:00Z,
ev_000193,plateau.mailgun.example,20260605.evt000193@plateau.mailgun.example,delivered,resident0038@plateau.example.ca,2026-06-05T10:00:00Z,
ev_000194,plateau.mailgun.example,20260605.evt000194@plateau.mailgun.example,delivered,resident0008@plateau.example.ca,2026-06-05T10:00:00Z,
ev_000195,plateau.mailgun.example,20260605.evt000195@plateau.mailgun.example,delivered,resident0037@plateau.example.ca,2026-06-05T10:00:00Z,
ev_000196,plateau.mailgun.example,20260606.evt000196@plateau.mailgun.example,delivered,resident0017@plateau.example.ca,2026-06-06T10:00:00Z,
