id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt-211,lawson.family@group.calendar.google.com,Thanksgiving at home,Traditional four person Thanksgiving Dawn Nathan Ethan Lily,Home,2026-11-26T00:00:00-08:00,2026-11-27T00:00:00-08:00,true,confirmed,dawn.lawson@Finthesiss.ai,dawn.lawson@Finthesiss.ai,,private
evt-212,lawson.family@group.calendar.google.com,Ethan and Lily depart SFO,DL2219 departing 10 15 AM Terminal 2,San Francisco International Airport Terminal 2,2026-11-28T08:00:00-08:00,2026-11-28T09:30:00-08:00,false,confirmed,dawn.lawson@Finthesiss.ai,dawn.lawson@Finthesiss.ai,,private
evt-213,lawson.family@group.calendar.google.com,Daniel sixty sixth birthday,Send chess book to Portland deliver in advance,,2026-12-12T00:00:00-08:00,2026-12-13T00:00:00-08:00,true,confirmed,dawn.lawson@Finthesiss.ai,dawn.lawson@Finthesiss.ai,,private
evt-214,dawn.lawson@Finthesiss.ai,Salon Evening,Annual mid December salon one topic six to eight guests,Home living room,2026-12-19T18:00:00-08:00,2026-12-19T20:00:00-08:00,false,confirmed,dawn.lawson@Finthesiss.ai,dawn.lawson@Finthesiss.ai,,private
evt-215,lawson.family@group.calendar.google.com,Christmas at home,Nathan and Dawn quiet Christmas,Home,2026-12-25T00:00:00-08:00,2026-12-26T00:00:00-08:00,true,confirmed,dawn.lawson@Finthesiss.ai,dawn.lawson@Finthesiss.ai,,private
evt-216,grandmaster.review.column@group.calendar.google.com,November column deadline,November piece draft due to Carol,,2026-11-16T09:00:00-08:00,2026-11-16T18:00:00-08:00,false,confirmed,dawn.lawson@Finthesiss.ai,cwhitman@grandmasterreview.org,,private
evt-217,grandmaster.review.column@group.calendar.google.com,December column deadline,Year end piece draft due to Carol,,2026-12-16T09:00:00-08:00,2026-12-16T18:00:00-08:00,false,confirmed,dawn.lawson@Finthesiss.ai,cwhitman@grandmasterreview.org,,private
evt-218,dawn.lawson@Finthesiss.ai,Linda Nakamura tax package review,Six week household close package for Linda,Pacific Tax Group Berkeley office,2027-01-12T10:00:00-08:00,2027-01-12T11:30:00-08:00,false,confirmed,dawn.lawson@Finthesiss.ai,linda@pacifictaxgroup.com,,private
evt-219,dawn.lawson@Finthesiss.ai,Annual physical Dr Yamamoto,Both Dawn and Nathan Berkeley Internal Medicine,Berkeley Internal Medicine 2999 Regent Street Berkeley,2027-01-15T08:30:00-08:00,2027-01-15T10:30:00-08:00,false,confirmed,dawn.lawson@Finthesiss.ai,dawn.lawson@Finthesiss.ai,,private
evt-220,dawn.lawson@Finthesiss.ai,Dental cleaning overdue reschedule,Dr Leung Shattuck Avenue routine cleaning both,Dr Patricia Leung 1919 Shattuck Avenue Berkeley,2026-12-08T10:00:00-08:00,2026-12-08T11:00:00-08:00,false,tentative,dawn.lawson@Finthesiss.ai,dawn.lawson@Finthesiss.ai,,private
