sid,phone_number,friendly_name,iso_country,sms_enabled,voice_enabled,mms_enabled,capabilities_fax,date_created
PN_AUTO_0057,+15415559030,Rimrock front desk,US,True,True,True,False,2026-01-01T09:01:00.000Z
PN_AUTO_0058,+15415557049,On-call forwarding,US,True,True,True,False,2026-02-23T09:01:00.000Z
PN_AUTO_0059,+15415556142,Clinic fax line,US,True,True,True,True,2026-03-05T09:01:00.000Z
PN_AUTO_0060,+15415554170,Vendor orders line,US,True,True,True,False,2024-05-24T09:01:00.000Z
PN_AUTO_0061,+15415557609,Personal Google Voice,US,True,True,True,False,2024-11-30T09:01:00.000Z
PN_AUTO_0062,+15415557307,Photography business line,US,True,True,False,False,2024-03-04T09:01:00.000Z
PN_AUTO_0063,+15415559713,Barn intercom,US,True,True,True,False,2026-04-22T09:01:00.000Z
PN_AUTO_0064,+15415557937,Rimrock ambulatory line,US,True,True,True,False,2024-10-22T09:01:00.000Z
PN_AUTO_0065,+15415556451,Rimrock front desk,US,True,True,True,False,2024-11-07T09:01:00.000Z
PN_AUTO_0066,+15415557385,On-call forwarding,US,True,True,False,False,2026-05-23T09:01:00.000Z
PN_AUTO_0067,+15415552150,Clinic fax line,US,True,True,True,True,2025-09-02T09:01:00.000Z
PN_AUTO_0068,+15415552901,Vendor orders line,US,True,True,True,False,2025-03-16T09:01:00.000Z
PN_AUTO_0069,+15415556426,Personal Google Voice,US,True,True,True,False,2026-02-03T09:01:00.000Z
PN_AUTO_0070,+15415554493,Photography business line,US,True,True,False,False,2024-12-09T09:01:00.000Z
PN_AUTO_0071,+15415558968,Barn intercom,US,True,True,True,False,2025-08-31T09:01:00.000Z
PN_AUTO_0072,+15415559662,Rimrock ambulatory line,US,True,True,True,False,2024-09-08T09:01:00.000Z
PN_AUTO_0073,+15415558049,Rimrock front desk,US,True,True,False,False,2025-03-15T09:01:00.000Z
PN_AUTO_0074,+15415553633,On-call forwarding,US,True,True,True,False,2025-09-20T09:01:00.000Z
PN_AUTO_0075,+15415558204,Clinic fax line,US,True,True,True,True,2024-07-31T09:01:00.000Z
PN_AUTO_0076,+15415554582,Vendor orders line,US,True,True,True,False,2024-08-11T09:01:00.000Z
PN_AUTO_0077,+15415552743,Personal Google Voice,US,True,True,True,False,2024-12-26T09:01:00.000Z
PN_AUTO_0078,+15415556291,Photography business line,US,True,True,False,False,2025-04-11T09:01:00.000Z
PN_AUTO_0079,+15415555480,Barn intercom,US,True,True,False,False,2024-12-08T09:01:00.000Z
PN_AUTO_0080,+15415556260,Rimrock ambulatory line,US,True,True,True,False,2026-02-11T09:01:00.000Z
PN_AUTO_0081,+15415559558,Rimrock front desk,US,True,True,True,False,2024-12-11T09:01:00.000Z
PN_AUTO_0082,+15415552548,On-call forwarding,US,True,True,False,False,2025-05-18T09:01:00.000Z
PN_AUTO_0083,+15415557345,Clinic fax line,US,True,True,True,True,2026-04-26T09:01:00.000Z
PN_AUTO_0084,+15415555877,Vendor orders line,US,True,True,False,False,2026-05-21T09:01:00.000Z
PN_AUTO_0085,+15415557276,Personal Google Voice,US,True,True,False,False,2025-12-05T09:01:00.000Z
PN_AUTO_0086,+15415552183,Photography business line,US,True,True,False,False,2024-10-18T09:01:00.000Z
PN_AUTO_0087,+15415558812,Barn intercom,US,True,True,False,False,2025-10-04T09:01:00.000Z
PN_AUTO_0088,+15415554886,Rimrock ambulatory line,US,True,True,False,False,2024-06-12T09:01:00.000Z
PN_AUTO_0089,+15415553918,Rimrock front desk,US,True,True,True,False,2025-12-18T09:01:00.000Z
PN_AUTO_0090,+15415551969,On-call forwarding,US,True,True,True,False,2024-02-05T09:01:00.000Z
PN_AUTO_0091,+15415553586,Clinic fax line,US,True,True,False,True,2026-03-20T09:01:00.000Z
PN_AUTO_0092,+15415555105,Vendor orders line,US,True,True,False,False,2024-03-29T09:01:00.000Z
PN_AUTO_0093,+15415554065,Personal Google Voice,US,True,True,False,False,2025-02-11T09:01:00.000Z
PN_AUTO_0094,+15415551975,Photography business line,US,True,True,False,False,2026-02-03T09:01:00.000Z
PN_AUTO_0095,+15415551052,Barn intercom,US,True,True,False,False,2025-06-11T09:01:00.000Z
PN_AUTO_0096,+15415558301,Rimrock ambulatory line,US,True,True,True,False,2025-02-20T09:01:00.000Z
PN_AUTO_0097,+15415555598,Rimrock front desk,US,True,True,False,False,2025-01-04T09:01:00.000Z
PN_AUTO_0098,+15415557627,On-call forwarding,US,True,True,False,False,2025-11-26T09:01:00.000Z
PN_AUTO_0099,+15415551595,Clinic fax line,US,True,True,False,True,2025-01-28T09:01:00.000Z
PN_AUTO_0100,+15415556372,Vendor orders line,US,True,True,False,False,2025-07-30T09:01:00.000Z
PN_AUTO_0101,+15415553784,Personal Google Voice,US,True,True,True,False,2025-05-27T09:01:00.000Z
PN_AUTO_0102,+15415556465,Photography business line,US,True,True,False,False,2025-11-19T09:01:00.000Z
PN_AUTO_0103,+15415557091,Barn intercom,US,True,True,False,False,2024-09-15T09:01:00.000Z
PN_AUTO_0104,+15415552483,Rimrock ambulatory line,US,True,True,False,False,2025-03-15T09:01:00.000Z
PN_AUTO_0105,+15415552455,Rimrock front desk,US,True,True,True,False,2025-10-08T09:01:00.000Z
PN_AUTO_0106,+15415558003,On-call forwarding,US,True,True,True,False,2025-02-02T09:01:00.000Z
PN_AUTO_0107,+15415553324,Clinic fax line,US,True,True,False,True,2025-09-26T09:01:00.000Z
PN_AUTO_0108,+15415558236,Vendor orders line,US,True,True,True,False,2024-03-05T09:01:00.000Z
PN_AUTO_0109,+15415556872,Personal Google Voice,US,True,True,False,False,2024-04-06T09:01:00.000Z
PN_AUTO_0110,+15415556449,Photography business line,US,True,True,False,False,2025-06-24T09:01:00.000Z
PN_AUTO_0111,+15415552179,Barn intercom,US,True,True,False,False,2024-11-12T09:01:00.000Z
PN_AUTO_0112,+15415557758,Rimrock ambulatory line,US,True,True,True,False,2026-04-29T09:01:00.000Z
PN_AUTO_0113,+15415551783,Rimrock front desk,US,True,True,True,False,2026-03-11T09:01:00.000Z
PN_AUTO_0114,+15415558763,On-call forwarding,US,True,True,False,False,2024-03-06T09:01:00.000Z
PN_AUTO_0115,+15415551329,Clinic fax line,US,True,True,True,True,2026-02-28T09:01:00.000Z
PN_AUTO_0116,+15415557303,Vendor orders line,US,True,True,False,False,2024-03-25T09:01:00.000Z
PN_AUTO_0117,+15415552562,Personal Google Voice,US,True,True,True,False,2025-03-15T09:01:00.000Z
PN_AUTO_0118,+15415556472,Photography business line,US,True,True,False,False,2026-04-25T09:01:00.000Z
PN_AUTO_0119,+15415555148,Barn intercom,US,True,True,False,False,2026-05-07T09:01:00.000Z
PN_AUTO_0120,+15415559379,Rimrock ambulatory line,US,True,True,False,False,2024-05-07T09:01:00.000Z
PN_AUTO_0121,+15415559887,Rimrock front desk,US,True,True,True,False,2025-12-22T09:01:00.000Z
PN_AUTO_0122,+15415558237,On-call forwarding,US,True,True,True,False,2024-05-19T09:01:00.000Z
PN_AUTO_0123,+15415553945,Clinic fax line,US,True,True,True,True,2025-03-11T09:01:00.000Z
PN_AUTO_0124,+15415555834,Vendor orders line,US,True,True,False,False,2024-10-22T09:01:00.000Z
PN_AUTO_0125,+15415558729,Personal Google Voice,US,True,True,False,False,2025-12-05T09:01:00.000Z
PN_AUTO_0126,+15415555557,Photography business line,US,True,True,True,False,2024-04-11T09:01:00.000Z
PN_AUTO_0127,+15415558234,Barn intercom,US,True,True,True,False,2024-12-11T09:01:00.000Z
PN_AUTO_0128,+15415551362,Rimrock ambulatory line,US,True,True,True,False,2025-07-28T09:01:00.000Z
PN_AUTO_0129,+15415557518,Rimrock front desk,US,True,True,True,False,2025-03-17T09:01:00.000Z
PN_AUTO_0130,+15415554034,On-call forwarding,US,True,True,False,False,2026-02-12T09:01:00.000Z
PN_AUTO_0131,+15415559652,Clinic fax line,US,True,True,True,True,2025-05-22T09:01:00.000Z
PN_AUTO_0132,+15415558212,Vendor orders line,US,True,True,False,False,2024-01-21T09:01:00.000Z
PN_AUTO_0133,+15415553942,Personal Google Voice,US,True,True,True,False,2026-05-11T09:01:00.000Z
PN_AUTO_0134,+15415558104,Photography business line,US,True,True,True,False,2025-03-31T09:01:00.000Z
PN_AUTO_0135,+15415551691,Barn intercom,US,True,True,False,False,2026-04-03T09:01:00.000Z
PN_AUTO_0136,+15415551898,Rimrock ambulatory line,US,True,True,False,False,2025-02-25T09:01:00.000Z
PN_AUTO_0137,+15415551769,Rimrock front desk,US,True,True,True,False,2024-12-08T09:01:00.000Z
PN_AUTO_0138,+15415557146,On-call forwarding,US,True,True,True,False,2025-09-05T09:01:00.000Z
PN_AUTO_0139,+15415553413,Clinic fax line,US,True,True,False,True,2024-07-06T09:01:00.000Z
PN_AUTO_0140,+15415558330,Vendor orders line,US,True,True,True,False,2024-10-12T09:01:00.000Z
PN_AUTO_0141,+15415557755,Personal Google Voice,US,True,True,False,False,2025-04-25T09:01:00.000Z
PN_AUTO_0142,+15415559884,Photography business line,US,True,True,False,False,2025-01-18T09:01:00.000Z
PN_AUTO_0143,+15415557901,Barn intercom,US,True,True,True,False,2025-05-06T09:01:00.000Z
PN_AUTO_0144,+15415558821,Rimrock ambulatory line,US,True,True,True,False,2024-09-11T09:01:00.000Z
PN_AUTO_0145,+15415553075,Rimrock front desk,US,True,True,True,False,2025-11-30T09:01:00.000Z
PN_AUTO_0146,+15415558299,On-call forwarding,US,True,True,False,False,2024-05-14T09:01:00.000Z
PN_AUTO_0147,+15415551342,Clinic fax line,US,True,True,False,True,2026-03-12T09:01:00.000Z
PN_AUTO_0148,+15415551304,Vendor orders line,US,True,True,True,False,2025-12-24T09:01:00.000Z
PN_AUTO_0149,+15415553994,Personal Google Voice,US,True,True,True,False,2024-07-06T09:01:00.000Z
PN_AUTO_0150,+15415555803,Photography business line,US,True,True,False,False,2025-11-06T09:01:00.000Z
PN_AUTO_0151,+15415555873,Barn intercom,US,True,True,True,False,2024-07-17T09:01:00.000Z
PN_AUTO_0152,+15415551047,Rimrock ambulatory line,US,True,True,True,False,2024-10-11T09:01:00.000Z
PN_AUTO_0153,+15415557406,Rimrock front desk,US,True,True,False,False,2025-08-15T09:01:00.000Z
PN_AUTO_0154,+15415557174,On-call forwarding,US,True,True,False,False,2026-03-09T09:01:00.000Z
PN_AUTO_0155,+15415553097,Clinic fax line,US,True,True,True,True,2025-05-22T09:01:00.000Z
PN_AUTO_0156,+15415558753,Vendor orders line,US,True,True,False,False,2024-06-30T09:01:00.000Z
PN_AUTO_0157,+15415551899,Personal Google Voice,US,True,True,False,False,2024-06-24T09:01:00.000Z
PN_AUTO_0158,+15415554571,Photography business line,US,True,True,False,False,2026-01-20T09:01:00.000Z
PN_AUTO_0159,+15415557143,Barn intercom,US,True,True,False,False,2025-08-30T09:01:00.000Z
PN_AUTO_0160,+15415552504,Rimrock ambulatory line,US,True,True,False,False,2025-02-07T09:01:00.000Z
PN_AUTO_0161,+15415553329,Rimrock front desk,US,True,True,True,False,2025-11-05T09:01:00.000Z
PN_AUTO_0162,+15415554283,On-call forwarding,US,True,True,False,False,2024-06-20T09:01:00.000Z
PN_AUTO_0163,+15415552645,Clinic fax line,US,True,True,True,True,2024-09-18T09:01:00.000Z
PN_AUTO_0164,+15415557296,Vendor orders line,US,True,True,True,False,2025-09-17T09:01:00.000Z
PN_AUTO_0165,+15415551179,Personal Google Voice,US,True,True,True,False,2026-04-15T09:01:00.000Z
PN_AUTO_0166,+15415554810,Photography business line,US,True,True,True,False,2025-07-22T09:01:00.000Z
PN_AUTO_0167,+15415557506,Barn intercom,US,True,True,False,False,2026-02-25T09:01:00.000Z
PN_AUTO_0168,+15415557591,Rimrock ambulatory line,US,True,True,False,False,2026-04-10T09:01:00.000Z
PN_AUTO_0169,+15415559363,Rimrock front desk,US,True,True,False,False,2024-11-25T09:01:00.000Z
PN_AUTO_0170,+15415556803,On-call forwarding,US,True,True,True,False,2024-02-06T09:01:00.000Z
PN_AUTO_0171,+15415557250,Clinic fax line,US,True,True,True,True,2025-05-07T09:01:00.000Z
PN_AUTO_0172,+15415554926,Vendor orders line,US,True,True,False,False,2025-10-08T09:01:00.000Z
PN_AUTO_0173,+15415554718,Personal Google Voice,US,True,True,False,False,2024-11-01T09:01:00.000Z
PN_AUTO_0174,+15415551621,Photography business line,US,True,True,True,False,2024-02-06T09:01:00.000Z
PN_AUTO_0175,+15415552222,Barn intercom,US,True,True,True,False,2025-10-08T09:01:00.000Z
PN_AUTO_0176,+15415559557,Rimrock ambulatory line,US,True,True,True,False,2024-12-02T09:01:00.000Z
PN_AUTO_0177,+15415555412,Rimrock front desk,US,True,True,True,False,2024-05-20T09:01:00.000Z
PN_AUTO_0178,+15415555206,On-call forwarding,US,True,True,False,False,2024-06-24T09:01:00.000Z
PN_AUTO_0179,+15415555138,Clinic fax line,US,True,True,False,True,2026-04-18T09:01:00.000Z
PN_AUTO_0180,+15415552754,Vendor orders line,US,True,True,False,False,2025-01-14T09:01:00.000Z
PN_AUTO_0181,+15415557028,Personal Google Voice,US,True,True,False,False,2025-09-02T09:01:00.000Z
PN_AUTO_0182,+15415551254,Photography business line,US,True,True,True,False,2024-12-30T09:01:00.000Z
PN_AUTO_0183,+15415559239,Barn intercom,US,True,True,False,False,2024-06-19T09:01:00.000Z
PN_AUTO_0184,+15415551075,Rimrock ambulatory line,US,True,True,False,False,2026-03-20T09:01:00.000Z
PN_AUTO_0185,+15415553167,Rimrock front desk,US,True,True,False,False,2024-07-17T09:01:00.000Z
PN_AUTO_0186,+15415558484,On-call forwarding,US,True,True,True,False,2025-06-13T09:01:00.000Z
PN_AUTO_0187,+15415559809,Clinic fax line,US,True,True,True,True,2024-02-22T09:01:00.000Z
PN_AUTO_0188,+15415553829,Vendor orders line,US,True,True,True,False,2024-04-13T09:01:00.000Z
PN_AUTO_0189,+15415559597,Personal Google Voice,US,True,True,True,False,2026-01-27T09:01:00.000Z
PN_AUTO_0190,+15415555126,Photography business line,US,True,True,True,False,2024-03-06T09:01:00.000Z
PN_AUTO_0191,+15415558806,Barn intercom,US,True,True,True,False,2025-12-06T09:01:00.000Z
PN_AUTO_0192,+15415558594,Rimrock ambulatory line,US,True,True,False,False,2024-04-04T09:01:00.000Z
PN_AUTO_0193,+15415558469,Rimrock front desk,US,True,True,True,False,2024-06-30T09:01:00.000Z
PN_AUTO_0194,+15415551136,On-call forwarding,US,True,True,True,False,2024-01-12T09:01:00.000Z
PN_AUTO_0195,+15415553176,Clinic fax line,US,True,True,True,True,2024-12-01T09:01:00.000Z
PN_AUTO_0196,+15415551765,Vendor orders line,US,True,True,True,False,2024-12-07T09:01:00.000Z
PN_AUTO_0197,+15415558989,Personal Google Voice,US,True,True,True,False,2025-05-19T09:01:00.000Z
PN_AUTO_0198,+15415558424,Photography business line,US,True,True,False,False,2026-05-27T09:01:00.000Z
PN_AUTO_0199,+15415559273,Barn intercom,US,True,True,False,False,2024-03-23T09:01:00.000Z
PN_AUTO_0200,+15415553742,Rimrock ambulatory line,US,True,True,True,False,2026-03-11T09:01:00.000Z
PN_AUTO_0201,+15415551449,Rimrock front desk,US,True,True,False,False,2024-05-30T09:01:00.000Z
PN_AUTO_0202,+15415551064,On-call forwarding,US,True,True,True,False,2025-08-14T09:01:00.000Z
PN_AUTO_0203,+15415555847,Clinic fax line,US,True,True,True,True,2025-12-18T09:01:00.000Z
PN_AUTO_0204,+15415553428,Vendor orders line,US,True,True,False,False,2026-04-25T09:01:00.000Z
PN_AUTO_0205,+15415559864,Personal Google Voice,US,True,True,False,False,2025-02-12T09:01:00.000Z
PN_AUTO_0206,+15415552602,Photography business line,US,True,True,True,False,2024-12-15T09:01:00.000Z
PN_AUTO_0207,+15415559626,Barn intercom,US,True,True,False,False,2026-03-01T09:01:00.000Z
PN_AUTO_0208,+15415555343,Rimrock ambulatory line,US,True,True,True,False,2024-12-04T09:01:00.000Z
PN_AUTO_0209,+15415553028,Rimrock front desk,US,True,True,False,False,2025-09-09T09:01:00.000Z
PN_AUTO_0210,+15415559620,On-call forwarding,US,True,True,False,False,2024-03-17T09:01:00.000Z
PN_AUTO_0211,+15415556064,Clinic fax line,US,True,True,True,True,2024-05-21T09:01:00.000Z
PN_AUTO_0212,+15415558216,Vendor orders line,US,True,True,False,False,2026-03-10T09:01:00.000Z
PN_AUTO_0213,+15415552453,Personal Google Voice,US,True,True,False,False,2025-07-30T09:01:00.000Z
PN_AUTO_0214,+15415555898,Photography business line,US,True,True,False,False,2025-10-14T09:01:00.000Z
PN_AUTO_0215,+15415556130,Barn intercom,US,True,True,True,False,2024-04-24T09:01:00.000Z
PN_AUTO_0216,+15415554707,Rimrock ambulatory line,US,True,True,True,False,2025-11-30T09:01:00.000Z
PN_AUTO_0217,+15415558043,Rimrock front desk,US,True,True,True,False,2025-10-21T09:01:00.000Z
PN_AUTO_0218,+15415553510,On-call forwarding,US,True,True,False,False,2024-07-01T09:01:00.000Z
PN_AUTO_0219,+15415558233,Clinic fax line,US,True,True,True,True,2026-04-25T09:01:00.000Z
PN_AUTO_0220,+15415553072,Vendor orders line,US,True,True,False,False,2025-01-21T09:01:00.000Z
PN_AUTO_0221,+15415556718,Personal Google Voice,US,True,True,False,False,2024-03-19T09:01:00.000Z
PN_AUTO_0222,+15415559711,Photography business line,US,True,True,True,False,2025-05-17T09:01:00.000Z
PN_AUTO_0223,+15415555685,Barn intercom,US,True,True,True,False,2026-04-19T09:01:00.000Z
PN_AUTO_0224,+15415554686,Rimrock ambulatory line,US,True,True,False,False,2026-05-14T09:01:00.000Z
