id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_s22ynlx0ez,cus_jee4xu2f05,,10745,61067,usd,open,INV-7945,,2025-10-13T18:08:00,2026-08-31
in_mpqakj45dv,cus_089a3z6fey,,72587,40033,usd,draft,INV-1691,,2025-10-10T04:27:00,2025-01-16
in_wgdh2v7ono,cus_r2frp9fwy9,,75627,27156,usd,draft,INV-9212,,2025-04-21T14:48:00,2026-08-04
in_wkenk1eb1n,cus_161hgq0p7h,,71131,65759,usd,draft,INV-8484,,2025-09-24T02:30:00,2025-04-18
in_0e2bk3qitm,cus_eu3fvm4jee,,46652,40056,usd,paid,INV-4534,,2025-04-26T23:15:00,2026-07-16
in_xc35xdjoqm,cus_fqrxjiruaq,,28419,22007,usd,paid,INV-3920,,2026-01-04T11:17:00,2026-02-27
in_u5b05uuo6d,cus_pxb7arfwjg,,15383,86448,usd,paid,INV-5782,,2026-07-03T23:52:00,2025-12-09
in_q6e7s84lqt,cus_brwn357lrj,,76593,18460,usd,open,INV-9376,,2026-02-27T05:56:00,2025-04-02
in_8nkwsugwfx,cus_96upy4owha,,65274,78129,usd,paid,INV-8510,,2025-10-24T05:58:00,2025-02-21
in_70l0t3tfgt,cus_vahdzsbwst,,87508,3048,usd,open,INV-1104,,2025-12-23T16:10:00,2026-01-03
in_gdqjv9d2kp,cus_wiot0pjzxb,,39008,17450,usd,paid,INV-1484,,2026-09-10T23:27:00,2025-01-26
in_tzlbk8e5py,cus_baecmla0am,,16223,4963,usd,open,INV-1412,,2025-07-28T06:59:00,2025-01-11
in_izp2iczzf4,cus_n3utzj2qih,,27556,86103,usd,draft,INV-2047,,2025-10-09T06:24:00,2025-11-03
in_38kwpnernn,cus_pl62nzvozv,,69741,48038,usd,open,INV-2866,,2025-06-20T14:29:00,2025-09-17
in_6sit8cegqs,cus_2tgxlok8a9,,29012,80699,usd,draft,INV-6598,,2026-08-29T07:07:00,2025-06-20
in_kiel1jlcx6,cus_0rc40p14ow,,82397,51130,usd,paid,INV-4631,,2026-08-22T10:14:00,2026-06-29
in_c17xmttzi6,cus_p6l0lo3t2y,,41744,88832,usd,paid,INV-8655,,2025-12-03T20:12:00,2025-04-08
in_vmpydjku3c,cus_0cdyb62sm0,,23229,31730,usd,paid,INV-2471,,2025-01-07T10:14:00,2025-07-15
in_85e1ekdaen,cus_j2ipms3er1,,35965,86409,usd,open,INV-6837,,2026-03-16T13:30:00,2025-10-15
in_jvad8ly12u,cus_orbc3lgm5n,,98446,17429,usd,paid,INV-9023,,2025-04-22T05:06:00,2025-08-03
in_gfnhetrgvl,cus_9lyfut2s45,,80168,84663,usd,open,INV-2502,,2026-04-27T04:50:00,2025-06-04
in_7tnhfdmez8,cus_w11mt9hvru,,58123,54439,usd,paid,INV-7770,,2025-04-06T00:43:00,2026-03-27
in_b1xypk7dzp,cus_q4jx3687qu,,20755,12273,usd,draft,INV-7050,,2025-01-08T08:07:00,2025-03-03
in_508fztlgcz,cus_2q3n2x93jr,,3669,55299,usd,draft,INV-4431,,2025-06-20T21:24:00,2025-05-14
in_zay0t8evdw,cus_g19b7swciu,,68594,3859,usd,draft,INV-2345,,2025-07-01T01:02:00,2026-01-24
