id,invoice_number,status,recipient_email,amount_value,currency_code,due_date,note
PPINV00025,PP-00025,PAID,buyer25@example.com,25.00,CAD,2026-02-26,Invoice 25
PPINV00026,PP-00026,PAID,buyer26@example.com,120.00,CAD,2026-02-27,Invoice 26
PPINV00027,PP-00027,PAID,buyer27@example.com,120.00,CAD,2026-02-28,Invoice 27
PPINV00028,PP-00028,PAID,buyer28@example.com,120.00,CAD,2026-03-01,Invoice 28
PPINV00029,PP-00029,PAID,buyer29@example.com,25.00,CAD,2026-03-02,Invoice 29
PPINV00030,PP-00030,PAID,buyer30@example.com,120.00,CAD,2026-03-03,Invoice 30
PPINV00031,PP-00031,PAID,buyer31@example.com,25.00,CAD,2026-03-04,Invoice 31
PPINV00032,PP-00032,PAID,buyer32@example.com,60.00,CAD,2026-03-05,Invoice 32
PPINV00033,PP-00033,PAID,buyer33@example.com,120.00,CAD,2026-03-06,Invoice 33
PPINV00034,PP-00034,PAID,buyer34@example.com,60.00,CAD,2026-03-07,Invoice 34
PPINV00035,PP-00035,PAID,buyer35@example.com,60.00,CAD,2026-03-08,Invoice 35
PPINV00036,PP-00036,PAID,buyer36@example.com,25.00,CAD,2026-03-09,Invoice 36
PPINV00037,PP-00037,PAID,buyer37@example.com,60.00,CAD,2026-03-10,Invoice 37
PPINV00038,PP-00038,PAID,buyer38@example.com,120.00,CAD,2026-03-11,Invoice 38
PPINV00039,PP-00039,PAID,buyer39@example.com,25.00,CAD,2026-03-12,Invoice 39
PPINV00040,PP-00040,PAID,buyer40@example.com,25.00,CAD,2026-03-13,Invoice 40
PPINV00041,PP-00041,PAID,buyer41@example.com,25.00,CAD,2026-03-14,Invoice 41
PPINV00042,PP-00042,PAID,buyer42@example.com,60.00,CAD,2026-03-15,Invoice 42
PPINV00043,PP-00043,PAID,buyer43@example.com,60.00,CAD,2026-03-16,Invoice 43
PPINV00044,PP-00044,PAID,buyer44@example.com,120.00,CAD,2026-03-17,Invoice 44
PPINV00045,PP-00045,PAID,buyer45@example.com,60.00,CAD,2026-03-18,Invoice 45
PPINV00046,PP-00046,PAID,buyer46@example.com,60.00,CAD,2026-03-19,Invoice 46
PPINV00047,PP-00047,PAID,buyer47@example.com,25.00,CAD,2026-03-20,Invoice 47
PPINV00048,PP-00048,PAID,buyer48@example.com,60.00,CAD,2026-03-21,Invoice 48
PPINV00049,PP-00049,PAID,buyer49@example.com,120.00,CAD,2026-03-22,Invoice 49
PPINV00050,PP-00050,PAID,buyer50@example.com,60.00,CAD,2026-03-23,Invoice 50
PPINV00051,PP-00051,PAID,buyer51@example.com,60.00,CAD,2026-03-24,Invoice 51
PPINV00052,PP-00052,PAID,buyer52@example.com,25.00,CAD,2026-03-25,Invoice 52
PPINV00053,PP-00053,PAID,buyer53@example.com,25.00,CAD,2026-03-26,Invoice 53
PPINV00054,PP-00054,PAID,buyer54@example.com,60.00,CAD,2026-03-27,Invoice 54
PPINV00055,PP-00055,PAID,buyer55@example.com,120.00,CAD,2026-03-28,Invoice 55
PPINV00056,PP-00056,PAID,buyer56@example.com,120.00,CAD,2026-03-29,Invoice 56
PPINV00057,PP-00057,PAID,buyer57@example.com,25.00,CAD,2026-03-30,Invoice 57
PPINV00058,PP-00058,PAID,buyer58@example.com,60.00,CAD,2026-03-31,Invoice 58
PPINV00059,PP-00059,PAID,buyer59@example.com,60.00,CAD,2026-04-01,Invoice 59
PPINV00060,PP-00060,PAID,buyer60@example.com,25.00,CAD,2026-04-02,Invoice 60
PPINV00061,PP-00061,PAID,buyer61@example.com,60.00,CAD,2026-04-03,Invoice 61
PPINV00062,PP-00062,PAID,buyer62@example.com,120.00,CAD,2026-04-04,Invoice 62
PPINV00063,PP-00063,PAID,buyer63@example.com,120.00,CAD,2026-04-05,Invoice 63
PPINV00064,PP-00064,PAID,buyer64@example.com,120.00,CAD,2026-04-06,Invoice 64
PPINV00065,PP-00065,PAID,buyer65@example.com,25.00,CAD,2026-04-07,Invoice 65
PPINV00066,PP-00066,PAID,buyer66@example.com,25.00,CAD,2026-04-08,Invoice 66
PPINV00067,PP-00067,PAID,buyer67@example.com,25.00,CAD,2026-04-09,Invoice 67
PPINV00068,PP-00068,PAID,buyer68@example.com,60.00,CAD,2026-04-10,Invoice 68
PPINV00069,PP-00069,PAID,buyer69@example.com,120.00,CAD,2026-04-11,Invoice 69
PPINV00070,PP-00070,PAID,buyer70@example.com,120.00,CAD,2026-04-12,Invoice 70
PPINV00071,PP-00071,PAID,buyer71@example.com,120.00,CAD,2026-04-13,Invoice 71
PPINV00072,PP-00072,PAID,buyer72@example.com,25.00,CAD,2026-04-14,Invoice 72
PPINV00073,PP-00073,PAID,buyer73@example.com,120.00,CAD,2026-04-15,Invoice 73
PPINV00074,PP-00074,PAID,buyer74@example.com,25.00,CAD,2026-04-16,Invoice 74
PPINV00075,PP-00075,PAID,buyer75@example.com,25.00,CAD,2026-04-17,Invoice 75
PPINV00076,PP-00076,PAID,buyer76@example.com,60.00,CAD,2026-04-18,Invoice 76
PPINV00077,PP-00077,PAID,buyer77@example.com,25.00,CAD,2026-04-19,Invoice 77
PPINV00078,PP-00078,PAID,buyer78@example.com,60.00,CAD,2026-04-20,Invoice 78
PPINV00079,PP-00079,PAID,buyer79@example.com,120.00,CAD,2026-04-21,Invoice 79
PPINV00080,PP-00080,PAID,buyer80@example.com,120.00,CAD,2026-04-22,Invoice 80
PPINV00081,PP-00081,PAID,buyer81@example.com,60.00,CAD,2026-04-23,Invoice 81
PPINV00082,PP-00082,PAID,buyer82@example.com,60.00,CAD,2026-04-24,Invoice 82
PPINV00083,PP-00083,PAID,buyer83@example.com,60.00,CAD,2026-04-25,Invoice 83
PPINV00084,PP-00084,PAID,buyer84@example.com,60.00,CAD,2026-04-26,Invoice 84
PPINV00085,PP-00085,PAID,buyer85@example.com,60.00,CAD,2026-04-27,Invoice 85
PPINV00086,PP-00086,PAID,buyer86@example.com,25.00,CAD,2026-04-28,Invoice 86
PPINV00087,PP-00087,PAID,buyer87@example.com,120.00,CAD,2026-04-29,Invoice 87
PPINV00088,PP-00088,PAID,buyer88@example.com,120.00,CAD,2026-04-30,Invoice 88
PPINV00089,PP-00089,PAID,buyer89@example.com,120.00,CAD,2026-05-01,Invoice 89
PPINV00090,PP-00090,PAID,buyer90@example.com,120.00,CAD,2026-05-02,Invoice 90
PPINV00091,PP-00091,PAID,buyer91@example.com,120.00,CAD,2026-05-03,Invoice 91
PPINV00092,PP-00092,PAID,buyer92@example.com,120.00,CAD,2026-05-04,Invoice 92
PPINV00093,PP-00093,PAID,buyer93@example.com,120.00,CAD,2026-05-05,Invoice 93
PPINV00094,PP-00094,PAID,buyer94@example.com,60.00,CAD,2026-05-06,Invoice 94
PPINV00095,PP-00095,PAID,buyer95@example.com,120.00,CAD,2026-05-07,Invoice 95
PPINV00096,PP-00096,PAID,buyer96@example.com,120.00,CAD,2026-05-08,Invoice 96
PPINV00097,PP-00097,PAID,buyer97@example.com,25.00,CAD,2026-05-09,Invoice 97
PPINV00098,PP-00098,PAID,buyer98@example.com,120.00,CAD,2026-05-10,Invoice 98
PPINV00099,PP-00099,PAID,buyer99@example.com,120.00,CAD,2026-05-11,Invoice 99
PPINV00100,PP-00100,PAID,buyer100@example.com,60.00,CAD,2026-05-12,Invoice 100
PPINV00101,PP-00101,PAID,buyer101@example.com,25.00,CAD,2026-05-13,Invoice 101
PPINV00102,PP-00102,PAID,buyer102@example.com,60.00,CAD,2026-05-14,Invoice 102
PPINV00103,PP-00103,PAID,buyer103@example.com,60.00,CAD,2026-05-15,Invoice 103
PPINV00104,PP-00104,PAID,buyer104@example.com,25.00,CAD,2026-05-16,Invoice 104
PPINV00105,PP-00105,PAID,buyer105@example.com,60.00,CAD,2026-05-17,Invoice 105
PPINV00106,PP-00106,PAID,buyer106@example.com,120.00,CAD,2026-05-18,Invoice 106
PPINV00107,PP-00107,PAID,buyer107@example.com,60.00,CAD,2026-05-19,Invoice 107
PPINV00108,PP-00108,PAID,buyer108@example.com,120.00,CAD,2026-05-20,Invoice 108
PPINV00109,PP-00109,PAID,buyer109@example.com,25.00,CAD,2026-05-21,Invoice 109
