sys_id,user_name,name,email,title,department,active
uashleymoore122,amoore23,Ashley Moore,amoore23@windbridge.com,Manager,Operations,true
urichardnelson123,rnelson24,Richard Nelson,rnelson24@windbridge.com,Associate,Biostatistics,true
ujosephharris124,jharris25,Joseph Harris,jharris25@windbridge.com,Scientist,IT,true
umarknelson125,mnelson26,Mark Nelson,mnelson26@windbridge.com,Coordinator,Operations,true
unancybaker126,nbaker27,Nancy Baker,nbaker27@windbridge.com,Engineer,Research,true
usandrawilson127,swilson28,Sandra Wilson,swilson28@windbridge.com,Scientist,IT,true
urichardtaylor128,rtaylor29,Richard Taylor,rtaylor29@windbridge.com,Director,Engineering,true
uisabellabaker129,ibaker30,Isabella Baker,ibaker30@windbridge.com,Analyst,Research,true
uthomaslewis130,tlewis31,Thomas Lewis,tlewis31@windbridge.com,Scientist,Operations,true
urichardadams131,radams32,Richard Adams,radams32@windbridge.com,Engineer,Data Science,true
uanthonywalker132,awalker33,Anthony Walker,awalker33@windbridge.com,Lead,IT,true
usandrawilson133,swilson34,Sandra Wilson,swilson34@windbridge.com,Associate,Operations,true
ujosephmoore134,jmoore35,Joseph Moore,jmoore35@windbridge.com,Lead,IT,true
ujamesgreen135,jgreen36,James Green,jgreen36@windbridge.com,Director,Engineering,true
uameliahall136,ahall37,Amelia Hall,ahall37@windbridge.com,Analyst,Research,true
ujenniferscott137,jscott38,Jennifer Scott,jscott38@windbridge.com,Engineer,Operations,true
usandraharris138,sharris39,Sandra Harris,sharris39@windbridge.com,Manager,Biostatistics,true
usandraanderson139,sanderson40,Sandra Anderson,sanderson40@windbridge.com,Analyst,Data Science,true
uavagreen140,agreen41,Ava Green,agreen41@windbridge.com,Manager,Analytics,true
umatthewscott141,mscott42,Matthew Scott,mscott42@windbridge.com,Engineer,Research,true
unancyharris142,nharris43,Nancy Harris,nharris43@windbridge.com,Director,Data Science,true
urichardmoore143,rmoore44,Richard Moore,rmoore44@windbridge.com,Associate,Clinical,true
uisabellamiller144,imiller45,Isabella Miller,imiller45@windbridge.com,Manager,Clinical,true
uameliawilson145,awilson46,Amelia Wilson,awilson46@windbridge.com,Manager,Analytics,true
ucharlesmoore146,cmoore47,Charles Moore,cmoore47@windbridge.com,Engineer,Research,true
ujamesnelson147,jnelson48,James Nelson,jnelson48@windbridge.com,Associate,Research,true
ukarenmiller148,kmiller49,Karen Miller,kmiller49@windbridge.com,Associate,Engineering,true
uashleynelson149,anelson50,Ashley Nelson,anelson50@windbridge.com,Lead,Biostatistics,true
udanieljohnson150,djohnson51,Daniel Johnson,djohnson51@windbridge.com,Coordinator,Clinical,true
uabigailking151,aking52,Abigail King,aking52@windbridge.com,Analyst,Biostatistics,true
uemilyallen152,eallen53,Emily Allen,eallen53@windbridge.com,Manager,Engineering,true
uevelynclark153,eclark54,Evelyn Clark,eclark54@windbridge.com,Coordinator,Data Science,true
uashleyharris154,aharris55,Ashley Harris,aharris55@windbridge.com,Scientist,Engineering,true
uanthonywilson155,awilson56,Anthony Wilson,awilson56@windbridge.com,Associate,Data Science,true
uanthonygreen156,agreen57,Anthony Green,agreen57@windbridge.com,Engineer,Biostatistics,true
usandraking157,sking58,Sandra King,sking58@windbridge.com,Analyst,Research,true
umatthewanderson158,manderson59,Matthew Anderson,manderson59@windbridge.com,Analyst,Analytics,true
uoliviaking159,oking60,Olivia King,oking60@windbridge.com,Director,IT,true
ukarenjones160,kjones61,Karen Jones,kjones61@windbridge.com,Manager,Operations,true
uemmahall161,ehall62,Emma Hall,ehall62@windbridge.com,Analyst,IT,true
uanthonywhite162,awhite63,Anthony White,awhite63@windbridge.com,Lead,Research,true
uashleyharris163,aharris64,Ashley Harris,aharris64@windbridge.com,Scientist,Engineering,true
ujenniferjones164,jjones65,Jennifer Jones,jjones65@windbridge.com,Associate,Engineering,true
uemilybrown165,ebrown66,Emily Brown,ebrown66@windbridge.com,Lead,Analytics,true
uemmataylor166,etaylor67,Emma Taylor,etaylor67@windbridge.com,Lead,IT,true
uashleywright167,awright68,Ashley Wright,awright68@windbridge.com,Lead,Analytics,true
uoliviawright168,owright69,Olivia Wright,owright69@windbridge.com,Director,Data Science,true
uevelynyoung169,eyoung70,Evelyn Young,eyoung70@windbridge.com,Lead,Research,true
uisabellathompson170,ithompson71,Isabella Thompson,ithompson71@windbridge.com,Scientist,Research,true
umichaeljohnson171,mjohnson72,Michael Johnson,mjohnson72@windbridge.com,Scientist,Biostatistics,true
uameliagreen172,agreen73,Amelia Green,agreen73@windbridge.com,Lead,Clinical,true
usophiahall173,shall74,Sophia Hall,shall74@windbridge.com,Analyst,Engineering,true
uashleyharris174,aharris75,Ashley Harris,aharris75@windbridge.com,Coordinator,Operations,true
uabigailmoore175,amoore76,Abigail Moore,amoore76@windbridge.com,Engineer,Analytics,true
uoliviagreen176,ogreen77,Olivia Green,ogreen77@windbridge.com,Manager,IT,true
umarkcarter177,mcarter78,Mark Carter,mcarter78@windbridge.com,Manager,Data Science,true
uthomassmith178,tsmith79,Thomas Smith,tsmith79@windbridge.com,Manager,Engineering,true
uoliviayoung179,oyoung80,Olivia Young,oyoung80@windbridge.com,Lead,IT,true
uabigailhall180,ahall81,Abigail Hall,ahall81@windbridge.com,Director,IT,true
urobertgarcia181,rgarcia82,Robert Garcia,rgarcia82@windbridge.com,Analyst,Biostatistics,true
uoliviahall182,ohall83,Olivia Hall,ohall83@windbridge.com,Associate,Data Science,true
urobertthompson183,rthompson84,Robert Thompson,rthompson84@windbridge.com,Associate,Data Science,true
urichardlewis184,rlewis85,Richard Lewis,rlewis85@windbridge.com,Engineer,Operations,true
uavawalker185,awalker86,Ava Walker,awalker86@windbridge.com,Manager,Research,true
uanthonywilson186,awilson87,Anthony Wilson,awilson87@windbridge.com,Engineer,Analytics,true
uthomasnelson187,tnelson88,Thomas Nelson,tnelson88@windbridge.com,Scientist,Analytics,true
usophiabaker188,sbaker89,Sophia Baker,sbaker89@windbridge.com,Manager,Operations,true
uanthonyclark189,aclark90,Anthony Clark,aclark90@windbridge.com,Director,Clinical,true
uisabellawilson190,iwilson91,Isabella Wilson,iwilson91@windbridge.com,Analyst,Research,true
ujamesscott191,jscott92,James Scott,jscott92@windbridge.com,Scientist,Research,true
urobertadams192,radams93,Robert Adams,radams93@windbridge.com,Associate,Engineering,true
ucharleslee193,clee94,Charles Lee,clee94@windbridge.com,Associate,Operations,true
ujosephadams194,jadams95,Joseph Adams,jadams95@windbridge.com,Analyst,Analytics,true
ujamesdavis195,jdavis96,James Davis,jdavis96@windbridge.com,Lead,Analytics,true
urichardbrown196,rbrown97,Richard Brown,rbrown97@windbridge.com,Lead,Biostatistics,true
umichaelyoung197,myoung98,Michael Young,myoung98@windbridge.com,Director,IT,true
uisabellaallen198,iallen99,Isabella Allen,iallen99@windbridge.com,Scientist,Data Science,true
uemilymoore199,emoore100,Emily Moore,emoore100@windbridge.com,Director,Analytics,true
