id,list_id,type,status,subject_line,from_name,reply_to,title,emails_sent,send_time,create_time
mc_c_m9wunqjb,mc_l_ksme,regular,save,Campaign isfz,Subject 551r,sue.ntt9@hotmail.com,btlg gpii63,123,2025-07-30T09:12:00,2025-10-01T02:58:00
mc_c_4inukgse,mc_l_3z0t,regular,sent,Campaign j39a,Subject wv5n,jane.ohqz@yahoo.com,ypba 2cchvs,52,2025-04-25T03:57:00,2025-08-06T17:03:00
mc_c_b3l5slhy,mc_l_of54,regular,sent,Campaign y1gz,Subject mhwz,amy.j6kb@gmail.com,5nyz 3celk4,321,2025-02-20T04:52:00,2026-04-08T10:49:00
mc_c_91d2taqz,mc_l_1qxe,regular,sent,Campaign 0cc7,Subject 3bd4,ann.zw3y@contractor.net,9kaz qr5c54,353,2026-07-21T16:31:00,2025-10-13T12:42:00
mc_c_knytimae,mc_l_nme4,regular,draft,Campaign v11m,Subject 964u,mike.e1j6@outlook.com,dhxw r8myos,363,2026-02-28T06:28:00,2026-02-15T19:34:00
mc_c_sbgiajwl,mc_l_3hcd,regular,draft,Campaign c0ap,Subject twzt,ann.7fn6@outlook.com,0tgh yk6j96,242,2025-06-21T14:11:00,2025-11-30T00:40:00
mc_c_reqdgiqv,mc_l_drpt,regular,save,Campaign 3biy,Subject wu8w,mike.rb5w@chandlerelectric.com,b39x 7qenex,255,2025-05-04T14:33:00,2025-09-21T08:18:00
mc_c_1xma7avt,mc_l_u0qv,regular,save,Campaign 3mfn,Subject 5rfq,tom.w39e@outlook.com,ivbs nikq9l,405,2026-01-02T03:01:00,2025-12-07T11:52:00
mc_c_f9j77quz,mc_l_7twr,regular,draft,Campaign 0l41,Subject 3eq1,jane.ar9e@contractor.net,rytp 6wmriv,295,2026-02-16T16:32:00,2026-07-23T03:39:00
mc_c_9dd3882k,mc_l_l7ye,regular,draft,Campaign 98ks,Subject 3bny,john.els5@outlook.com,ham1 v4uf2i,212,2026-08-21T03:50:00,2026-02-01T02:32:00
mc_c_djofdx41,mc_l_kx8c,regular,save,Campaign z5vz,Subject xj3q,sue.mugn@outlook.com,3etx o2y4fd,318,2026-05-06T02:28:00,2026-04-04T09:57:00
mc_c_utu9c5ah,mc_l_ow27,regular,sent,Campaign mhoj,Subject pygq,lisa.vhf3@hotmail.com,phfg dhzxmt,125,2026-07-05T00:32:00,2026-03-10T15:57:00
mc_c_db937fdt,mc_l_srty,regular,save,Campaign g1t2,Subject fh06,tom.yskg@yahoo.com,zsib 9x68u4,466,2025-04-08T02:52:00,2025-02-26T22:50:00
mc_c_sxhzwbt3,mc_l_v3g8,regular,save,Campaign 78rw,Subject ufw5,chris.1cwz@outlook.com,svz2 txo0tk,124,2025-05-25T09:04:00,2026-02-11T08:13:00
mc_c_axej5b3g,mc_l_blng,regular,sent,Campaign 2gvo,Subject v8w3,john.sy44@yahoo.com,4tqw dj41nz,103,2025-04-25T10:23:00,2026-06-16T17:44:00
mc_c_ca4je9sx,mc_l_uwt1,regular,save,Campaign vrsv,Subject jasw,dan.mjih@hotmail.com,udg1 fosa7j,161,2026-04-24T21:45:00,2026-01-20T11:17:00
mc_c_7ft4cevc,mc_l_e5hp,regular,sent,Campaign vj0u,Subject 0qde,dan.3n7g@outlook.com,4gye 5u665t,494,2025-04-07T08:20:00,2026-03-05T13:51:00
mc_c_59b13qde,mc_l_75fz,regular,sent,Campaign l2gq,Subject 5n1f,jane.0ygd@gmail.com,3ivg kvuy2t,147,2025-12-05T18:48:00,2025-03-17T05:35:00
mc_c_0z6roij9,mc_l_9wm0,regular,sent,Campaign m5ax,Subject 6a4b,lisa.2npr@gmail.com,1s97 mk8gb6,260,2025-01-18T23:31:00,2026-01-27T14:40:00
mc_c_ghoj1p75,mc_l_i8gh,regular,sent,Campaign kcjj,Subject b727,tom.3fnx@hotmail.com,qg24 l4guem,434,2026-09-03T23:42:00,2025-04-24T21:15:00
mc_c_1dam9b5a,mc_l_pous,regular,draft,Campaign 8y9f,Subject 9ris,amy.sx4j@outlook.com,eylc 7zgbry,475,2026-08-15T13:58:00,2026-01-28T19:34:00
mc_c_hs2uhtbu,mc_l_nrhy,regular,draft,Campaign 5yrk,Subject ees9,amy.u3v4@outlook.com,z7w9 jplgxb,152,2026-09-08T11:33:00,2025-08-04T16:03:00
mc_c_lnoqqd3n,mc_l_dif6,regular,draft,Campaign 4dk9,Subject x41k,ann.sjla@gmail.com,izhz ynzivq,497,2026-06-10T18:39:00,2025-07-23T00:20:00
mc_c_yfjhs8g4,mc_l_05tf,regular,save,Campaign 6sn5,Subject h4vu,bob.cvfa@yahoo.com,7o0g z6lypu,70,2025-02-27T05:00:00,2026-05-31T01:02:00
mc_c_l7grkls4,mc_l_9lkl,regular,sent,Campaign aj8s,Subject pch6,chris.qt0m@gmail.com,h2cj uvkqb3,492,2025-01-27T12:44:00,2026-01-05T16:41:00
mc_c_v91g589a,mc_l_porg,regular,draft,Campaign fzx9,Subject yn9z,john.3wak@hotmail.com,p9ei hw6x8s,113,2026-01-08T00:07:00,2025-12-06T17:37:00
mc_c_yj9x1mp5,mc_l_9sz9,regular,sent,Campaign efeu,Subject n4gc,pat.v51j@outlook.com,h1yr 313nvo,258,2026-04-30T15:40:00,2026-03-23T14:13:00
mc_c_58oa19p8,mc_l_f2uf,regular,sent,Campaign ix8k,Subject 0n6b,mike.xwel@yahoo.com,chvh ylamgw,324,2025-07-05T17:34:00,2025-03-16T04:04:00
mc_c_kandl5jd,mc_l_fcnl,regular,save,Campaign 980y,Subject kjwk,mike.s1mz@contractor.net,tbdu vz98hb,407,2026-01-22T21:41:00,2025-02-27T00:20:00
mc_c_p70ea84z,mc_l_5w4e,regular,sent,Campaign dnq6,Subject pn4m,lisa.80rs@contractor.net,ow4t etdh5s,25,2026-07-07T21:27:00,2026-04-17T04:15:00
mc_c_0rvp2y46,mc_l_dvva,regular,draft,Campaign 338a,Subject hetq,bob.b675@hotmail.com,27kr 7ss06t,355,2026-07-18T13:08:00,2025-06-17T01:27:00
mc_c_06dkolbd,mc_l_ayfj,regular,sent,Campaign uujy,Subject 6lpt,ann.mj2s@chandlerelectric.com,0n0t um8fj8,20,2025-09-17T22:42:00,2025-10-14T16:38:00
mc_c_kmro9cy3,mc_l_q385,regular,sent,Campaign v9g9,Subject ln6g,tom.hxmz@outlook.com,5pxo 5cpfk4,438,2025-08-01T01:08:00,2026-06-08T22:15:00
mc_c_yc1hd5d6,mc_l_to2p,regular,draft,Campaign tuzu,Subject zs7s,jane.4v6y@yahoo.com,0voy 1weyw3,389,2026-09-29T23:52:00,2025-01-20T07:13:00
mc_c_967zogre,mc_l_ihnu,regular,save,Campaign afwl,Subject iuoy,dan.se4u@outlook.com,n0ll dvjss4,206,2025-11-30T06:06:00,2025-12-02T10:35:00
mc_c_4hafcwxm,mc_l_yk7h,regular,save,Campaign sbp6,Subject 6mdy,sarah.9uhy@contractor.net,5c1l zjzwy0,277,2025-05-06T00:56:00,2025-05-28T10:34:00
mc_c_tl6a8wr3,mc_l_dhu1,regular,sent,Campaign dhq5,Subject 5q9q,lisa.zd6z@gmail.com,sobo jcovoq,153,2025-09-26T19:29:00,2025-07-16T17:28:00
mc_c_vd5g2nc7,mc_l_ug1z,regular,save,Campaign lnmq,Subject op1b,amy.nn8c@chandlerelectric.com,sp0w 4jz8b3,129,2025-03-20T06:56:00,2025-03-17T00:01:00
mc_c_4lluxt3y,mc_l_zrx0,regular,save,Campaign ke6a,Subject ot9h,ann.g491@yahoo.com,7fsf ht5v92,234,2025-06-22T14:54:00,2025-04-06T18:56:00
mc_c_nmhh2xyq,mc_l_9fzp,regular,draft,Campaign v7qf,Subject f00z,joe.rov8@contractor.net,9id0 d2wf34,382,2026-09-04T13:25:00,2026-04-29T08:00:00
mc_c_3iqf6p2v,mc_l_a7dq,regular,draft,Campaign 97ov,Subject a7wy,john.wr8i@gmail.com,s24e a4mwga,470,2026-07-18T20:44:00,2026-01-20T08:18:00
mc_c_qa0mfiro,mc_l_rbnj,regular,sent,Campaign 1mc7,Subject pal5,ann.fnwi@outlook.com,wwlw v9zm0g,295,2025-04-13T02:56:00,2025-08-03T08:17:00
mc_c_0tvkz5op,mc_l_oo54,regular,draft,Campaign 3u2t,Subject e05r,dan.k7ct@hotmail.com,vpoc rwwix8,194,2025-03-29T15:36:00,2026-02-03T14:53:00
mc_c_hld44h9w,mc_l_lo20,regular,draft,Campaign 1ap4,Subject m4lv,mike.2m77@yahoo.com,t4ew iowoz2,476,2026-01-17T17:07:00,2026-05-27T08:32:00
mc_c_kb4wnon6,mc_l_jj44,regular,save,Campaign 5nxe,Subject 6rkp,joe.2t2t@hotmail.com,4dnd 9xtu6m,486,2026-09-16T03:40:00,2025-10-15T03:18:00
mc_c_n19e3jd3,mc_l_4xe1,regular,save,Campaign t6mv,Subject i6qa,mark.h78v@chandlerelectric.com,cfth lfwkpb,314,2026-05-04T18:26:00,2025-03-25T19:14:00
mc_c_84blsc73,mc_l_3ktx,regular,sent,Campaign zo3l,Subject swjj,joe.imka@gmail.com,kn09 rrhux1,160,2026-09-21T03:18:00,2025-03-07T18:11:00
mc_c_ku69700u,mc_l_afft,regular,draft,Campaign owyj,Subject to7o,mark.x5ln@chandlerelectric.com,1231 ls26c9,441,2025-08-25T21:15:00,2025-03-17T18:17:00
mc_c_qbbi22bs,mc_l_7h8n,regular,draft,Campaign eus9,Subject 3pyr,chris.4fxr@chandlerelectric.com,z6v1 nq0ibd,82,2026-08-09T03:45:00,2026-04-14T01:01:00
mc_c_4f71njxn,mc_l_81h6,regular,sent,Campaign 0pup,Subject 5kj8,jane.cywq@chandlerelectric.com,9b8b 51v8gx,142,2025-09-11T03:51:00,2025-08-31T21:48:00
mc_c_z3950lv5,mc_l_laq8,regular,sent,Campaign 6hud,Subject ppow,mike.83zt@gmail.com,ryry 803hgt,425,2026-03-25T21:29:00,2025-03-16T18:21:00
mc_c_8jq8pv55,mc_l_3noz,regular,save,Campaign 563x,Subject ox6i,john.aapb@yahoo.com,au2w ucbqyz,245,2026-06-12T12:25:00,2025-05-15T00:43:00
mc_c_n7bgux2b,mc_l_0pqu,regular,draft,Campaign ilau,Subject 4jnn,sue.s7qb@yahoo.com,fvj7 494ryv,50,2025-08-24T18:44:00,2026-02-17T22:47:00
mc_c_af14nq7e,mc_l_xxwb,regular,save,Campaign 30vy,Subject r4pm,sarah.6cb6@yahoo.com,hvea fzkq40,84,2025-11-10T15:41:00,2025-02-02T07:48:00
mc_c_a7ihln68,mc_l_h58a,regular,save,Campaign azk6,Subject upz0,tom.87y8@gmail.com,js8f sntar0,267,2025-11-08T17:56:00,2026-08-17T23:11:00
mc_c_pr1cgxd5,mc_l_ulbc,regular,draft,Campaign u685,Subject h3ij,dan.fj2d@yahoo.com,uepg ycec29,326,2025-11-03T15:38:00,2026-09-10T10:13:00
mc_c_k7cygszd,mc_l_kn56,regular,save,Campaign 1q7t,Subject 04jt,sarah.lwuq@chandlerelectric.com,rui8 jy1hbr,260,2025-09-11T19:04:00,2025-04-28T08:27:00
mc_c_dn6i54r7,mc_l_nfqt,regular,sent,Campaign 470p,Subject jror,mike.2kgy@gmail.com,6ro1 dpr9n0,332,2026-09-13T01:26:00,2025-07-22T14:02:00
mc_c_4j6xtk0k,mc_l_1ed9,regular,save,Campaign oxfv,Subject p4sy,jane.9zxi@outlook.com,owjl 1n767r,240,2025-08-17T00:05:00,2025-09-29T08:53:00
mc_c_xyeh9f60,mc_l_jh0x,regular,sent,Campaign 51hr,Subject o61v,mark.wp9p@gmail.com,qgo2 20rqa2,90,2025-06-03T08:47:00,2026-04-27T10:32:00
mc_c_t5635042,mc_l_s2l4,regular,sent,Campaign dljy,Subject 1nyx,pat.fn59@gmail.com,asxu 9voxzh,266,2025-12-01T12:51:00,2025-10-01T04:56:00
mc_c_zmr2vwuv,mc_l_3gre,regular,draft,Campaign 9ohm,Subject 4c09,tom.4h3x@chandlerelectric.com,vsje 32yxep,449,2026-01-09T12:31:00,2025-07-06T22:23:00
mc_c_92sgnywn,mc_l_ray0,regular,sent,Campaign 02s3,Subject 27ay,sarah.c8k3@hotmail.com,1n9r 24q0ed,228,2025-12-30T16:05:00,2025-12-15T16:09:00
mc_c_d49vd24g,mc_l_neho,regular,save,Campaign qbmo,Subject tnos,sarah.0krx@contractor.net,kmts egucoo,461,2025-04-01T21:18:00,2026-09-21T13:41:00
mc_c_cwkhid1g,mc_l_d5e0,regular,save,Campaign xwbw,Subject i2k4,tom.fvwy@yahoo.com,b7fv nik1ev,107,2026-02-11T07:12:00,2025-09-04T19:02:00
mc_c_ar0flnpw,mc_l_c80a,regular,save,Campaign 68k6,Subject d0jj,joe.5q2r@gmail.com,8q9s m2kpt9,276,2026-04-26T02:21:00,2025-05-21T17:02:00
mc_c_onu2jqx8,mc_l_cmfl,regular,draft,Campaign t0zs,Subject al8z,amy.5plc@yahoo.com,2irz r9wv5d,38,2025-06-23T07:00:00,2026-05-18T19:49:00
mc_c_z6v328oe,mc_l_dbac,regular,sent,Campaign bsoy,Subject jcsx,chris.4map@outlook.com,tqgi 4l30fq,439,2025-09-29T08:17:00,2026-05-12T03:30:00
mc_c_co8vsl2g,mc_l_9xqb,regular,save,Campaign 359r,Subject epfm,chris.ixo4@contractor.net,rqb3 h0pa2w,222,2026-09-23T10:50:00,2025-07-31T12:23:00
mc_c_fpgl85p5,mc_l_1cpp,regular,draft,Campaign 65az,Subject y5au,lisa.mdbg@hotmail.com,4awg 0h1dkd,88,2025-11-23T02:44:00,2026-09-05T06:52:00
mc_c_j9ss39rn,mc_l_cevv,regular,draft,Campaign bfht,Subject hcb4,pat.yqv5@chandlerelectric.com,3jd6 954x8c,359,2025-09-07T16:11:00,2025-01-24T16:06:00
mc_c_oqwduzlg,mc_l_w5ju,regular,sent,Campaign vrv2,Subject 28cq,lisa.ef0o@gmail.com,p8ip 8p45ue,270,2025-01-07T02:27:00,2025-01-10T10:12:00
mc_c_1o088o7i,mc_l_syqk,regular,save,Campaign 0zv4,Subject maia,sue.b7jr@contractor.net,mgex zmuyq3,447,2026-09-08T21:52:00,2025-08-27T16:12:00
mc_c_bipabrfq,mc_l_igu4,regular,draft,Campaign 8egr,Subject a2qt,sue.szfz@hotmail.com,6jtz oh7wy6,479,2025-12-09T11:26:00,2026-08-17T14:23:00
mc_c_cgna88sb,mc_l_qwws,regular,sent,Campaign whj6,Subject h93d,john.0ipa@contractor.net,ls2j l9sbpu,338,2026-09-16T01:01:00,2025-10-25T21:11:00
mc_c_8e0qcl7g,mc_l_gdei,regular,draft,Campaign imbw,Subject e68y,dan.ql75@yahoo.com,v4cv ucubix,55,2026-07-07T12:01:00,2025-11-23T11:00:00
mc_c_g6nryhki,mc_l_hadb,regular,sent,Campaign 8rdr,Subject 6xfs,pat.gbsz@outlook.com,ggf1 ozbpol,176,2025-08-07T22:49:00,2025-08-14T00:32:00
mc_c_9qd9k3ea,mc_l_oaij,regular,save,Campaign nrpw,Subject e9nv,tom.8ms4@gmail.com,0g37 34gvqt,324,2025-07-20T04:16:00,2026-01-13T08:36:00
mc_c_5b609ozi,mc_l_mcq4,regular,sent,Campaign pbcn,Subject r3o6,amy.4oj1@yahoo.com,j1oc rsjebb,330,2025-06-26T00:13:00,2025-12-09T17:12:00
mc_c_76peewbp,mc_l_qvsv,regular,sent,Campaign jezs,Subject e55x,chris.jygp@chandlerelectric.com,lsqx qqqe6o,319,2026-03-24T07:18:00,2025-12-03T12:23:00
mc_c_a6ctnebc,mc_l_irw8,regular,sent,Campaign tstk,Subject nd7u,tom.jo62@gmail.com,coqt ju658f,388,2025-03-10T05:01:00,2025-02-02T19:07:00
mc_c_ccwhcel4,mc_l_6y3g,regular,draft,Campaign k3zo,Subject 8uwc,lisa.mmij@contractor.net,7le7 l5bwc2,189,2026-03-10T10:34:00,2025-04-09T07:21:00
mc_c_76idvwl7,mc_l_tngc,regular,save,Campaign vlen,Subject c3ty,mark.bt54@hotmail.com,xiek sxdz4t,405,2026-05-27T11:59:00,2026-07-19T07:19:00
mc_c_yzsgm9yy,mc_l_6evj,regular,draft,Campaign xmtb,Subject k8eh,amy.5v7a@chandlerelectric.com,utcz n0ioit,297,2026-01-09T02:09:00,2025-05-20T22:51:00
mc_c_eldgl04v,mc_l_53st,regular,sent,Campaign ne7g,Subject 7q0o,sarah.3w0j@hotmail.com,5hhc cmvjtf,255,2025-10-09T20:58:00,2026-05-04T23:38:00
mc_c_edh6kfxx,mc_l_3zru,regular,save,Campaign 47py,Subject fdo1,ann.xlbk@gmail.com,pbp6 9bstwh,461,2026-09-16T10:18:00,2026-09-01T05:08:00
mc_c_lq5odrzj,mc_l_j0o9,regular,save,Campaign 2dm4,Subject e1we,lisa.tvvt@outlook.com,359g eu02o1,34,2026-01-02T19:08:00,2025-06-07T10:55:00
mc_c_2fgt3t3t,mc_l_6sfb,regular,save,Campaign mb7q,Subject 0ypn,pat.frnr@gmail.com,emwt 6468ew,330,2025-09-16T03:50:00,2025-01-07T21:46:00
mc_c_4m2boazv,mc_l_u5zq,regular,save,Campaign roor,Subject d3wu,sarah.wiuz@hotmail.com,5poy s30kwu,392,2025-05-28T13:52:00,2026-08-25T11:41:00
mc_c_yvbjgnj7,mc_l_edts,regular,sent,Campaign 6f22,Subject s755,sue.i4l3@hotmail.com,mm91 j13jj7,365,2026-06-04T05:52:00,2026-02-13T02:52:00
mc_c_toss2uyu,mc_l_ougg,regular,save,Campaign wiq3,Subject 8dpf,sarah.w9k7@hotmail.com,pay6 gu3crb,233,2026-05-02T09:01:00,2025-10-07T17:02:00
mc_c_fai1uqft,mc_l_fek7,regular,sent,Campaign m0xi,Subject idxe,bob.ukz5@outlook.com,tsd7 ka1bmc,486,2025-01-18T11:12:00,2026-06-07T00:28:00
mc_c_2hwlctw4,mc_l_y1p9,regular,sent,Campaign oc25,Subject eaof,sue.xb1w@yahoo.com,p1i8 myuuqk,28,2025-09-20T23:15:00,2025-11-12T15:35:00
mc_c_dyb7j4q4,mc_l_pm8s,regular,sent,Campaign c8vq,Subject 2xak,ann.neue@hotmail.com,7tvd 3kzza8,24,2025-10-10T12:48:00,2025-12-23T03:28:00
mc_c_v6vis4rf,mc_l_l4vl,regular,save,Campaign ni6t,Subject 3kjh,mark.bfrq@hotmail.com,2z08 iaf29t,114,2026-02-10T11:42:00,2026-05-27T05:51:00
mc_c_jex2setb,mc_l_n5g7,regular,save,Campaign fdio,Subject jexv,lisa.tmm1@contractor.net,uyjf sevy1t,315,2026-03-26T20:40:00,2025-08-19T23:06:00
mc_c_hw8gdib1,mc_l_czyh,regular,save,Campaign 74e9,Subject b0rb,sarah.bv2u@gmail.com,nqk8 6uaxsd,24,2026-05-02T08:28:00,2026-06-24T14:23:00
mc_c_ki5wb6jn,mc_l_rwwi,regular,sent,Campaign mmvw,Subject h01d,tom.s278@gmail.com,tzrc yjk4ap,323,2026-07-07T08:01:00,2025-02-27T06:41:00
mc_c_8pbcqbvm,mc_l_wg2e,regular,sent,Campaign tp5n,Subject kiz7,mike.yowe@contractor.net,r1a8 38af17,480,2026-03-16T02:43:00,2025-08-02T13:27:00
mc_c_nobe770b,mc_l_virs,regular,save,Campaign pqn6,Subject dr5i,joe.5wwm@outlook.com,pbju qe455z,49,2025-09-19T16:12:00,2026-01-18T12:50:00
mc_c_srvpsjmw,mc_l_w2vf,regular,save,Campaign nc8d,Subject 4xyo,lisa.3tdt@chandlerelectric.com,od3l vvkjjs,122,2025-08-04T05:25:00,2026-02-01T12:07:00
mc_c_k1i2eu8l,mc_l_5qcr,regular,sent,Campaign tziy,Subject fy1f,john.iy38@outlook.com,a7ct uh3tjc,147,2026-09-07T08:37:00,2025-07-30T09:47:00
mc_c_y88hnllj,mc_l_83r3,regular,save,Campaign b1zv,Subject hwt9,john.h7kw@hotmail.com,nu1z adxwnz,79,2026-05-12T07:20:00,2026-01-08T12:56:00
mc_c_wp0aeycs,mc_l_m8sa,regular,sent,Campaign 8eii,Subject v6bq,bob.os85@outlook.com,04mx bzb5a4,203,2025-02-06T02:32:00,2026-03-14T02:06:00
mc_c_uehacr2y,mc_l_fcur,regular,save,Campaign fq1r,Subject zr1j,mike.z8jy@outlook.com,bhb7 buioq2,400,2026-05-07T00:07:00,2026-05-16T19:27:00
mc_c_4y93x4mw,mc_l_8mxp,regular,draft,Campaign f0yr,Subject 1x2r,sarah.i1xu@contractor.net,jotq a03crc,169,2025-10-03T15:33:00,2025-11-26T17:18:00
mc_c_re8upo55,mc_l_k07g,regular,sent,Campaign yihe,Subject inx8,ann.vh3i@gmail.com,m0wp rt8dyu,52,2025-11-06T20:07:00,2025-05-21T22:07:00
mc_c_vms8a6bf,mc_l_d38i,regular,save,Campaign 7iea,Subject ij43,bob.6g6n@chandlerelectric.com,xtg8 s3c434,186,2026-09-15T06:39:00,2025-11-18T08:34:00
mc_c_hufkykzk,mc_l_w11z,regular,draft,Campaign jbxe,Subject 0a2z,sue.gazc@gmail.com,gxiv tceg5j,181,2026-03-29T18:54:00,2025-10-30T13:45:00
mc_c_8cmi0b11,mc_l_5l9f,regular,draft,Campaign s0o8,Subject e11m,jane.iwva@gmail.com,wb5c gltoos,366,2025-10-18T02:51:00,2025-11-15T11:13:00
