id,list_id,type,status,subject_line,from_name,reply_to,title,emails_sent,send_time,create_time
camp-0078,list-008,regular,draft,Newsletter 78,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 78,296,2026-03-20T00:00:00Z,2026-02-17T00:00:00Z
camp-0079,list-009,regular,draft,Newsletter 79,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 79,190,2026-03-21T00:00:00Z,2026-02-18T00:00:00Z
camp-0080,list-000,regular,scheduled,Newsletter 80,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 80,245,2026-03-22T00:00:00Z,2026-02-19T00:00:00Z
camp-0081,list-001,regular,scheduled,Newsletter 81,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 81,190,2026-03-23T00:00:00Z,2026-02-20T00:00:00Z
camp-0082,list-002,regular,scheduled,Newsletter 82,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 82,152,2026-03-24T00:00:00Z,2026-02-21T00:00:00Z
camp-0083,list-003,regular,sent,Newsletter 83,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 83,231,2026-03-25T00:00:00Z,2026-02-22T00:00:00Z
camp-0084,list-004,regular,sent,Newsletter 84,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 84,22,2026-03-26T00:00:00Z,2026-02-23T00:00:00Z
camp-0085,list-005,regular,sent,Newsletter 85,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 85,41,2026-03-27T00:00:00Z,2026-02-24T00:00:00Z
camp-0086,list-006,regular,scheduled,Newsletter 86,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 86,70,2026-03-28T00:00:00Z,2026-02-25T00:00:00Z
camp-0087,list-007,regular,draft,Newsletter 87,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 87,193,2026-03-29T00:00:00Z,2026-02-26T00:00:00Z
camp-0088,list-008,regular,scheduled,Newsletter 88,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 88,77,2026-03-30T00:00:00Z,2026-02-27T00:00:00Z
camp-0089,list-009,regular,sent,Newsletter 89,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 89,164,2026-03-31T00:00:00Z,2026-02-28T00:00:00Z
camp-0090,list-000,regular,sent,Newsletter 90,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 90,265,2026-04-01T00:00:00Z,2026-03-01T00:00:00Z
camp-0091,list-001,regular,draft,Newsletter 91,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 91,259,2026-04-02T00:00:00Z,2026-03-02T00:00:00Z
camp-0092,list-002,regular,sent,Newsletter 92,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 92,120,2026-04-03T00:00:00Z,2026-03-03T00:00:00Z
camp-0093,list-003,regular,sent,Newsletter 93,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 93,193,2026-04-04T00:00:00Z,2026-03-04T00:00:00Z
camp-0094,list-004,regular,scheduled,Newsletter 94,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 94,190,2026-04-05T00:00:00Z,2026-03-05T00:00:00Z
camp-0095,list-005,regular,scheduled,Newsletter 95,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 95,120,2026-04-06T00:00:00Z,2026-03-06T00:00:00Z
camp-0096,list-006,regular,scheduled,Newsletter 96,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 96,51,2026-04-07T00:00:00Z,2026-03-07T00:00:00Z
camp-0097,list-007,regular,scheduled,Newsletter 97,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 97,92,2026-04-08T00:00:00Z,2026-03-08T00:00:00Z
camp-0098,list-008,regular,draft,Newsletter 98,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 98,169,2026-04-09T00:00:00Z,2026-03-09T00:00:00Z
camp-0099,list-009,regular,draft,Newsletter 99,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 99,59,2026-04-10T00:00:00Z,2026-03-10T00:00:00Z
camp-0100,list-000,regular,draft,Newsletter 100,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 100,58,2026-04-11T00:00:00Z,2026-03-11T00:00:00Z
camp-0101,list-001,regular,sent,Newsletter 101,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 101,148,2026-04-12T00:00:00Z,2026-03-12T00:00:00Z
camp-0102,list-002,regular,sent,Newsletter 102,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 102,293,2026-04-13T00:00:00Z,2026-03-13T00:00:00Z
camp-0103,list-003,regular,sent,Newsletter 103,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 103,215,2026-04-14T00:00:00Z,2026-03-14T00:00:00Z
camp-0104,list-004,regular,draft,Newsletter 104,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 104,207,2026-04-15T00:00:00Z,2026-03-15T00:00:00Z
camp-0105,list-005,regular,draft,Newsletter 105,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 105,80,2026-04-16T00:00:00Z,2026-03-16T00:00:00Z
camp-0106,list-006,regular,draft,Newsletter 106,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 106,156,2026-04-17T00:00:00Z,2026-03-17T00:00:00Z
camp-0107,list-007,regular,scheduled,Newsletter 107,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 107,111,2026-04-18T00:00:00Z,2026-03-18T00:00:00Z
camp-0108,list-008,regular,scheduled,Newsletter 108,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 108,100,2026-04-19T00:00:00Z,2026-03-19T00:00:00Z
camp-0109,list-009,regular,scheduled,Newsletter 109,Mary Vasquez,mary.vasquez@Finthesiss.ai,Campaign 109,49,2026-04-20T00:00:00Z,2026-03-20T00:00:00Z
