id,name,company,from_name,from_email,subject,member_count,unsubscribe_count,date_created
list-ext-00039,Newsletter Audience 39,Trailhead 39,Community News,news39@mailer.example,Community Update 39,839,82,2025-02-09T10:00:00Z
list-ext-00040,Newsletter Audience 40,Northline Tutoring 40,Community News,news40@mailer.example,Community Update 40,343,20,2025-02-10T10:00:00Z
list-ext-00041,Newsletter Audience 41,Maple Music 41,Community News,news41@mailer.example,Community Update 41,636,45,2025-02-11T10:00:00Z
list-ext-00042,Newsletter Audience 42,ClearPath 42,Community News,news42@mailer.example,Community Update 42,3717,70,2025-02-12T10:00:00Z
list-ext-00043,Newsletter Audience 43,GreenLeaf 43,Community News,news43@mailer.example,Community Update 43,4223,12,2025-02-13T10:00:00Z
list-ext-00044,Newsletter Audience 44,BrightWave 44,Community News,news44@mailer.example,Community Update 44,4376,89,2025-02-14T10:00:00Z
list-ext-00045,Newsletter Audience 45,Summit 45,Community News,news45@mailer.example,Community Update 45,1999,79,2025-02-15T10:00:00Z
list-ext-00046,Newsletter Audience 46,Harbour 46,Community News,news46@mailer.example,Community Update 46,3205,51,2025-02-16T10:00:00Z
list-ext-00047,Newsletter Audience 47,Cedar 47,Community News,news47@mailer.example,Community Update 47,4022,27,2025-02-17T10:00:00Z
list-ext-00048,Newsletter Audience 48,Aurora 48,Community News,news48@mailer.example,Community Update 48,3139,30,2025-02-18T10:00:00Z
list-ext-00049,Newsletter Audience 49,Trailhead 49,Community News,news49@mailer.example,Community Update 49,861,4,2025-02-19T10:00:00Z
list-ext-00050,Newsletter Audience 50,Northline Tutoring 50,Community News,news50@mailer.example,Community Update 50,1954,17,2025-02-20T10:00:00Z
list-ext-00051,Newsletter Audience 51,Maple Music 51,Community News,news51@mailer.example,Community Update 51,3464,48,2025-02-21T10:00:00Z
list-ext-00052,Newsletter Audience 52,ClearPath 52,Community News,news52@mailer.example,Community Update 52,4566,31,2025-02-22T10:00:00Z
list-ext-00053,Newsletter Audience 53,GreenLeaf 53,Community News,news53@mailer.example,Community Update 53,3238,37,2025-02-23T10:00:00Z
list-ext-00054,Newsletter Audience 54,BrightWave 54,Community News,news54@mailer.example,Community Update 54,2779,78,2025-02-24T10:00:00Z
list-ext-00055,Newsletter Audience 55,Summit 55,Community News,news55@mailer.example,Community Update 55,678,14,2025-02-25T10:00:00Z
list-ext-00056,Newsletter Audience 56,Harbour 56,Community News,news56@mailer.example,Community Update 56,2426,36,2025-02-26T10:00:00Z
list-ext-00057,Newsletter Audience 57,Cedar 57,Community News,news57@mailer.example,Community Update 57,765,81,2025-02-27T10:00:00Z
list-ext-00058,Newsletter Audience 58,Aurora 58,Community News,news58@mailer.example,Community Update 58,4418,45,2025-02-28T10:00:00Z
list-ext-00059,Newsletter Audience 59,Trailhead 59,Community News,news59@mailer.example,Community Update 59,4795,53,2025-03-01T10:00:00Z
list-ext-00060,Newsletter Audience 60,Northline Tutoring 60,Community News,news60@mailer.example,Community Update 60,1729,85,2025-03-02T10:00:00Z
list-ext-00061,Newsletter Audience 61,Maple Music 61,Community News,news61@mailer.example,Community Update 61,2874,82,2025-03-03T10:00:00Z
list-ext-00062,Newsletter Audience 62,ClearPath 62,Community News,news62@mailer.example,Community Update 62,3528,63,2025-03-04T10:00:00Z
list-ext-00063,Newsletter Audience 63,GreenLeaf 63,Community News,news63@mailer.example,Community Update 63,693,12,2025-03-05T10:00:00Z
list-ext-00064,Newsletter Audience 64,BrightWave 64,Community News,news64@mailer.example,Community Update 64,3818,73,2025-03-06T10:00:00Z
list-ext-00065,Newsletter Audience 65,Summit 65,Community News,news65@mailer.example,Community Update 65,3663,61,2025-03-07T10:00:00Z
list-ext-00066,Newsletter Audience 66,Harbour 66,Community News,news66@mailer.example,Community Update 66,3565,37,2025-03-08T10:00:00Z
list-ext-00067,Newsletter Audience 67,Cedar 67,Community News,news67@mailer.example,Community Update 67,4279,33,2025-03-09T10:00:00Z
list-ext-00068,Newsletter Audience 68,Aurora 68,Community News,news68@mailer.example,Community Update 68,1061,32,2025-03-10T10:00:00Z
list-ext-00069,Newsletter Audience 69,Trailhead 69,Community News,news69@mailer.example,Community Update 69,2942,54,2025-03-11T10:00:00Z
list-ext-00070,Newsletter Audience 70,Northline Tutoring 70,Community News,news70@mailer.example,Community Update 70,3232,55,2025-03-12T10:00:00Z
list-ext-00071,Newsletter Audience 71,Maple Music 71,Community News,news71@mailer.example,Community Update 71,3091,67,2025-03-13T10:00:00Z
list-ext-00072,Newsletter Audience 72,ClearPath 72,Community News,news72@mailer.example,Community Update 72,707,93,2025-03-14T10:00:00Z
list-ext-00073,Newsletter Audience 73,GreenLeaf 73,Community News,news73@mailer.example,Community Update 73,1746,96,2025-03-15T10:00:00Z
list-ext-00074,Newsletter Audience 74,BrightWave 74,Community News,news74@mailer.example,Community Update 74,3340,3,2025-03-16T10:00:00Z
list-ext-00075,Newsletter Audience 75,Summit 75,Community News,news75@mailer.example,Community Update 75,4846,5,2025-03-17T10:00:00Z
list-ext-00076,Newsletter Audience 76,Harbour 76,Community News,news76@mailer.example,Community Update 76,1903,93,2025-03-18T10:00:00Z
list-ext-00077,Newsletter Audience 77,Cedar 77,Community News,news77@mailer.example,Community Update 77,1101,33,2025-03-19T10:00:00Z
list-ext-00078,Newsletter Audience 78,Aurora 78,Community News,news78@mailer.example,Community Update 78,3203,73,2025-03-20T10:00:00Z
list-ext-00079,Newsletter Audience 79,Trailhead 79,Community News,news79@mailer.example,Community Update 79,696,71,2025-03-21T10:00:00Z
list-ext-00080,Newsletter Audience 80,Northline Tutoring 80,Community News,news80@mailer.example,Community Update 80,4614,44,2025-03-22T10:00:00Z
list-ext-00081,Newsletter Audience 81,Maple Music 81,Community News,news81@mailer.example,Community Update 81,256,85,2025-03-23T10:00:00Z
list-ext-00082,Newsletter Audience 82,ClearPath 82,Community News,news82@mailer.example,Community Update 82,3549,74,2025-03-24T10:00:00Z
list-ext-00083,Newsletter Audience 83,GreenLeaf 83,Community News,news83@mailer.example,Community Update 83,1713,85,2025-03-25T10:00:00Z
list-ext-00084,Newsletter Audience 84,BrightWave 84,Community News,news84@mailer.example,Community Update 84,2250,31,2025-03-26T10:00:00Z
list-ext-00085,Newsletter Audience 85,Summit 85,Community News,news85@mailer.example,Community Update 85,3001,94,2025-03-27T10:00:00Z
list-ext-00086,Newsletter Audience 86,Harbour 86,Community News,news86@mailer.example,Community Update 86,4622,39,2025-03-28T10:00:00Z
list-ext-00087,Newsletter Audience 87,Cedar 87,Community News,news87@mailer.example,Community Update 87,4869,43,2025-03-29T10:00:00Z
list-ext-00088,Newsletter Audience 88,Aurora 88,Community News,news88@mailer.example,Community Update 88,2305,57,2025-03-30T10:00:00Z
list-ext-00089,Newsletter Audience 89,Trailhead 89,Community News,news89@mailer.example,Community Update 89,173,15,2025-03-31T10:00:00Z
list-ext-00090,Newsletter Audience 90,Northline Tutoring 90,Community News,news90@mailer.example,Community Update 90,4054,9,2025-04-01T10:00:00Z
list-ext-00091,Newsletter Audience 91,Maple Music 91,Community News,news91@mailer.example,Community Update 91,1198,0,2025-04-02T10:00:00Z
list-ext-00092,Newsletter Audience 92,ClearPath 92,Community News,news92@mailer.example,Community Update 92,3145,90,2025-04-03T10:00:00Z
list-ext-00093,Newsletter Audience 93,GreenLeaf 93,Community News,news93@mailer.example,Community Update 93,1584,86,2025-04-04T10:00:00Z
list-ext-00094,Newsletter Audience 94,BrightWave 94,Community News,news94@mailer.example,Community Update 94,323,77,2025-04-05T10:00:00Z
list-ext-00095,Newsletter Audience 95,Summit 95,Community News,news95@mailer.example,Community Update 95,3848,69,2025-04-06T10:00:00Z
list-ext-00096,Newsletter Audience 96,Harbour 96,Community News,news96@mailer.example,Community Update 96,3385,19,2025-04-07T10:00:00Z
list-ext-00097,Newsletter Audience 97,Cedar 97,Community News,news97@mailer.example,Community Update 97,3167,15,2025-04-08T10:00:00Z
list-ext-00098,Newsletter Audience 98,Aurora 98,Community News,news98@mailer.example,Community Update 98,573,6,2025-04-09T10:00:00Z
list-ext-00099,Newsletter Audience 99,Trailhead 99,Community News,news99@mailer.example,Community Update 99,1839,28,2025-04-10T10:00:00Z
list-ext-00100,Newsletter Audience 100,Northline Tutoring 100,Community News,news100@mailer.example,Community Update 100,1814,81,2025-04-11T10:00:00Z
list-ext-00101,Newsletter Audience 101,Maple Music 101,Community News,news101@mailer.example,Community Update 101,3791,42,2025-04-12T10:00:00Z
list-ext-00102,Newsletter Audience 102,ClearPath 102,Community News,news102@mailer.example,Community Update 102,1792,92,2025-04-13T10:00:00Z
list-ext-00103,Newsletter Audience 103,GreenLeaf 103,Community News,news103@mailer.example,Community Update 103,4834,70,2025-04-14T10:00:00Z
list-ext-00104,Newsletter Audience 104,BrightWave 104,Community News,news104@mailer.example,Community Update 104,2155,50,2025-04-15T10:00:00Z
